Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1705	YL3ANJ	54	56	KO36QU		432	254	254	KO36		
YL2AJ	KO16OX	1706	YL2QG	53	57	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1708	YL3NT	55	56	KO36PM		432	255	255			
YL2AJ	KO16OX	1709	EU6AX	56	57	KO35UD		432	346	346	KO35	ScoredNoLog	
YL2AJ	KO16OX	1709	YL3GEA	59	59	KO37QM	SSB	144	258	258	KO37		
YL2AJ	KO16OX	1711	YL3ES	59	59	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1712	YL3EK	53	54	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1714	YL3EK	57	58	KO27FF		432	81	81			
YL2AJ	KO16OX	1716	YL2QG	58	59	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1718	YL3ES	56	57	KO27FF		144	81	81			
YL2AJ	KO16OX	1719	LY2HS	599	599	KO25UO	CW	432	218	218	KO25	ScoredNoLog	
YL2AJ	KO16OX	1725	LY2WR	599	599	KO24FO	CW	432	276	276	KO24	ScoredNoLog	
YL2AJ	KO16OX	1729	SM4GGC	559	559	JO69RK	CW	144	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1731	SM5CUI	55	56	JO89WW		144	452	452	JO89	ScoredNoLog	
YL2AJ	KO16OX	1732	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1734	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1736	LY3FI	59	59	KO24PR	SSB	432	282	282		ScoredNoLog	
YL2AJ	KO16OX	1737	ES2JL	55	54	KO29LL		144	297	297	KO29	ScoredNoLog	
YL2AJ	KO16OX	1739	OH2FQV	55	55	KP20MF	SSB	432	377	377	KP20	ScoredNoLog	
YL2AJ	KO16OX	1742	R1DM	54	56	KO49XQ		144	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1744	SK1BL	58	57	JO97HK		432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1751	LY1CR	56	55	KO15CL		144	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	1752	LY2BDA	599	599	KO24MQ	CW	432	280	280		ScoredNoLog	
YL2AJ	KO16OX	1753	ES0TJC	59	59	KO18GG	SSB	144	150	150	KO18	ScoredNoLog	
YL2AJ	KO16OX	1759	R1DM	55	54	KO49XQ		432	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1759	SE0X	56	54	JO99FE		144	372	372	JO99	ScoredNoLog	
YL2AJ	KO16OX	1801	ES1XQ	56	57	KO29IK		432	288	288	KO29	ScoredNoLog	
YL2AJ	KO16OX	1802	LY3JE	59	59	KO26TC	SSB	144	178	178	KO26	ScoredNoLog	
