Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1804	OH4LA	599	599	KP20LG	CW	144	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1806	YL3GY	59	59	KO27AA	SSB	144	51	51	KO27		
YL2AJ	KO16OX	1808	YL3GEA	59	59	KO37QM	SSB	144	258	258	KO37		
YL2AJ	KO16OX	1809	YL2QG	54	57	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1810	YL3ES	58	57	KO27FF		144	81	81			
YL2AJ	KO16OX	1810	SM5EPO	59A	55A	JP80MC	CW	50	499	499	JP80	ScoredNoLog	
YL2AJ	KO16OX	1811	ES5GI	57	59	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1814	YL3ANJ	59	59	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1816	ES8GP	56	56	KO28CJ		144	169	169	KO28	ScoredNoLog	
YL2AJ	KO16OX	1816	YL3ES	55	53	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1817	R1DM	54	54	KO49XQ		144	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1819	OH6P	59A	55A	KP22AN	CW	50	623	623	KP22	ScoredNoLog	
YL2AJ	KO16OX	1823	R1AO	54	55	KP40TG		144	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	1830	OG3B	59A	55A	KP10AQ	CW	50	418	418	KP10	ScoredNoLog	
YL2AJ	KO16OX	1831	ES5GI	55	53	KO38GQ		432	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1834	LY2BDA	599	599	KO24MQ	CW	144	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	1840	SM0EZZ	52	57	JO89XG		144	400	400	JO89	ScoredNoLog	
YL2AJ	KO16OX	1840	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1842	SM0RPT	57	56	JP90HA		144	431	431	JP90	ScoredNoLog	
YL2AJ	KO16OX	1846	OZ6TY	559	559	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1848	SK1BL	599	599	JO97HK	CW	144	281	281	JO97	ScoredNoLog	
