Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1706	LY1ZI	59	59	KO24OQ	FM	432	8	8	KO24	ScoredNoLog	
LY2BBF	KO24PR	1708	LY3FI	59	59	KO24PR	FM	432	1	1		ScoredNoLog	
LY2BBF	KO24PR	1709	LY2HS	599	599	KO25UO	CW	144	101	101	KO25		
LY2BBF	KO24PR	1710	LY2BDA/P	599	599	KO25NL	CW	144	85	85		ScoredNoLog	
LY2BBF	KO24PR	1711	YL2FZ	599	569	KO37QI	CW	144	320	320	KO37		
LY2BBF	KO24PR	1714	LY3FI	59	59	KO24FI	FM	144	69	69	KO24	ScoredNoLog	
LY2BBF	KO24PR	1714	LY3LT	59	59	KO24QO	FM	144	15	15		ScoredNoLog	
LY2BBF	KO24PR	1715	LY5MOM	59	59	KO24PP	FM	144	10	10		ScoredNoLog	
LY2BBF	KO24PR	1718	LY/HB9ILP	59	59	KO24PR	FM	144	1	1		ScoredNoLog	
LY2BBF	KO24PR	1722	YL2GD	599	559	KO37ML	CW	432	325	325	KO37		
LY2BBF	KO24PR	1725	YL2AO	599	599	KO16DK	CW	144	268	268	KO16		
LY2BBF	KO24PR	1729	LY4AA	599	599	KO14WW	CW	144	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1730	LY2VO	599	599	KO15PX	CW	144	188	188	KO15		
LY2BBF	KO24PR	1732	LY2FN	599	599	KO14XV	CW	144	88	88		ScoredNoLog	
LY2BBF	KO24PR	1735	LY2VO	599	599	KO15PX	CW	432	188	188	KO15		
LY2BBF	KO24PR	1740	LY4AA	599	599	KO14WW	CW	432	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1741	LY2WR	59	59	KO24FO	FM	144	56	56		ScoredNoLog	
LY2BBF	KO24PR	1745	SK1BL	599	599	JO97DP	CW	432	541	541	JO97	ScoredNoLog	
LY2BBF	KO24PR	1747	LY2WR	599	599	KO24FO	CW	432	56	56		ScoredNoLog	
LY2BBF	KO24PR	1752	SK1BL	599	599	JO97DP	CW	144	541	541	JO97	ScoredNoLog	
LY2BBF	KO24PR	1752	YL2AO	599	599	KO16DK	CW	432	268	268	KO16		
LY2BBF	KO24PR	1755	LY2BDA	599	599	KO24MQ	CW	432	17	17		ScoredNoLog	
LY2BBF	KO24PR	1800	YL2AJ	599	599	KO16OX	CW	144	282	282			
LY2BBF	KO24PR	1801	LY2HS	599	559	KO25UO	CW	432	0	0		NoRst 599	
LY2BBF	KO24PR	1834	SP2FRY	599	559	JO83WR	CW	144	495	495	JO83	ScoredNoLog	
LY2BBF	KO24PR	1856	LY1CR	599	569	KO15CL	CW	144	214	214		ScoredNoLog	
LY2HS	KO25UO	1706	LY2VO	599	599	KO15PX	CW	432	157	157	KO15		
LY2HS	KO25UO	1706	YL2KO	599	599	KO37RI	CW	144	223	223	KO37		
LY2HS	KO25UO	1707	YL2GD	599	599	KO37ML	CW	144	224	224			
LY2HS	KO25UO	1709	LY2BBF	599	599	KO24PR	CW	144	101	101	KO24		
LY2HS	KO25UO	1712	LY2BDA/P	599	599	KO25NL	CW	144	40	40	KO25	ScoredNoLog	
LY2HS	KO25UO	1713	LY4LK	59	59	KO25KK	SSB	432	56	56	KO25	ScoredNoLog	
LY2HS	KO25UO	1717	LY3PEJ	59	59	KO15CL	SSB	144	221	221	KO15	ScoredNoLog	
LY2HS	KO25UO	1717	YL2GD	599	599	KO37ML	CW	432	224	224	KO37		
LY2HS	KO25UO	1718	LY3JE	59	59	KO26TC	SSB	144	56	56	KO26	ScoredNoLog	
LY2HS	KO25UO	1723	LY2CH	59	59	KO15OV	SSB	432	160	160		ScoredNoLog	
LY2HS	KO25UO	1733	LY2XV	59	59	KO25TX	SSB	144	43	43		ScoredNoLog	
LY2HS	KO25UO	1737	LY4AA	599	599	KO14WW	CW	432	138	138	KO14	ScoredNoLog	
LY2HS	KO25UO	1739	LY2J	599	599	KO14QL	CW	144	195	195	KO14	ScoredNoLog	
LY2HS	KO25UO	1746	YL2AJ	599	599	KO16OX	CW	144	218	218	KO16		
LY2HS	KO25UO	1747	ES8PW	55	53	KO18VM	RTTY	432	345	345	KO18	ScoredNoLog	
LY2HS	KO25UO	1748	YL1ZF	55	55	KO27AA	RTTY	432	189	189	KO27		
LY2HS	KO25UO	1749	YL2II	56	55	KO26OO	RTTY	432	116	116	KO26		
LY2HS	KO25UO	1753	LY4AA	599	599	KO14WW	CW	144	138	138		ScoredNoLog	
LY2HS	KO25UO	1753	YL3EK	55	52	KO27FF	RTTY	432	197	197			
LY2HS	KO25UO	1757	YL2FZ	599	599	KO37QI	CW	432	220	220			
LY2HS	KO25UO	1759	LY3FI	59	59	KO24PR	SSB	144	101	101		ScoredNoLog	
LY2HS	KO25UO	1801	LY2BBF	599	599	KO24PR	CW	432	101	101	KO24		
LY2HS	KO25UO	1804	LY2WR	599	599	KO24FO	CW	144	137	137		ScoredNoLog	
LY2HS	KO25UO	1804	LY2WR	599	599	KO24FO	CW	432	137	137		ScoredNoLog	
LY2HS	KO25UO	1807	ES7RU	599	599	KO28SI	CW	432	306	306	KO28	ScoredNoLog	
LY2HS	KO25UO	1807	LY2VO	59	59	KO15PX	SSB	144	157	157			
LY2HS	KO25UO	1816	YL2FZ	599	599	KO37QI	CW	144	220	220			
LY2HS	KO25UO	1819	YL3ANJ	599	599	KO36QU	CW	432	174	174	KO36		
LY2HS	KO25UO	1827	LY1CR	599	569	KO15CL	CW	144	221	221		ScoredNoLog	
LY2HS	KO25UO	1834	LY1BWB	559	599	KO24PR	CW	144	101	101		ScoredNoLog	
LY2HS	KO25UO	1834	LY1CR	54	53	KO15CL	RTTY	432	221	221		ScoredNoLog	
LY2HS	KO25UO	1837	YL3ES	56	54	KO27FF	RTTY	432	197	197			
LY2HS	KO25UO	1838	YL3EK	55	56	KO27FF	RTTY	144	197	197	KO27		
LY2HS	KO25UO	1839	YL3ES	59	58	KO27FF	RTTY	144	197	197			
LY2HS	KO25UO	1841	OH0AZX	54	53	KP00IF	RTTY	432	593	593	KP00	ScoredNoLog	
LY2HS	KO25UO	1841	YL1ZF	53	54	KO27AA	RTTY	144	189	189			
LY2HS	KO25UO	1842	YL3ANJ	58	57	KO36QU	RTTY	144	174	174	KO36		
LY2HS	KO25UO	1845	ES3MAR	53	55	KO28KX	RTTY	144	379	379	KO28	ScoredNoLog	
LY2HS	KO25UO	1848	YL2AO	56	54	KO16DK	RTTY	432	232	232	KO16		
LY2HS	KO25UO	1849	YL2QV	59	55	KO26WM	RTTY	144	103	103			
LY2HS	KO25UO	1850	OH1F	57	56	KP01TK	RTTY	144	691	691	KP01	ScoredNoLog	
LY2HS	KO25UO	1853	SM0WW	57	55	JO99KO	RTTY	144	603	603	JO99	ScoredNoLog	
LY2HS	KO25UO	1855	SK1BL	56	54	JO97HK	RTTY	432	480	480	JO97	ScoredNoLog	
LY2HS	KO25UO	1857	SM0EZZ	55	53	JO89XG	RTTY	144	617	617	JO89	ScoredNoLog	
LY2HS	KO25UO	1858	OH1ND	55	54	KP00XL	RTTY	432	586	586		ScoredNoLog	
LY2HS	KO25UO	1858	OH3BDS	55	54	KP10PR	RTTY	144	588	588	KP10	ScoredNoLog	
LY2HS	KO25UO	1903	OI3V	53	52	KP21FV	RTTY	144	704	704	KP21	ScoredNoLog	
LY2HS	KO25UO	1914	YL2AO	56	56	KO16DK	RTTY	144	232	232			
LY2HS	KO25UO	1920	ES1OX	569	579	KO29HI	CW	144	422	422	KO29	ScoredNoLog	
LY2HS	KO25UO	1926	SM0DJW	56	54	JO88WW	RTTY	432	599	599	JO88	ScoredNoLog	
LY2HS	KO25UO	1929	OH4LA	55	53	KP20LG	RTTY	144	521	521	KP20	ScoredNoLog	
LY2HS	KO25UO	1935	SM0PYH	54	52	JO99DK	RTTY	144	615	615		ScoredNoLog	
LY2HS	KO25UO	1939	YL3NF	54	55	KO17QA	RTTY	144	214	214	KO17	ScoredNoLog	
LY2HS	KO25UO	1942	SK0QO	52	52	JO99CC	RTTY	144	595	595		ScoredNoLog	
