@DL2LBK      JO54BJ   144   1
@ES0FX       KO08XL   1296  5
@ES1ATE      KO29JK   144   1
@ES1ATE      KO29JK   432   1
@ES1ATE      KO29KK   144   2
@ES1OX       KO29HI   432   1
@ES1TP       KO29IK   144   2
@ES1TP       KO29IK   432   5
@ES2AFF      KO29EE   1296  5
@ES2IPA      KO29JM   144   6
@ES2IPA      KO29JM   432   1
@ES2JL       KO29LL   144   1
@ES2JL       KO29LL   432   1
@ES2JL       KO29LL   50    1
@ES2MA       KO29GH   50    2
@ES2MC       KO29GG   144   7
@ES2MC       KO29GG   432   7
@ES2NJ       KO29NK   50    5
@ES2PRM      KO29GG   144   4
@ES2PRM      KO29GG   432   2
@ES2RU       KO28SI   144   1
@ES2Z        KO29JM   50    1
@ES3V        KO29KD   432   1
@ES4RM       KO49AL   144   4
@ES5GI       KO38GQ   144   7
@ES5GI       KO38GQ   432   5
@ES5QA       KO38CS   50    1
@ES6RMR      KO27XX   144   2
@EU6AX       KO35UD   144   4
@EU6AX       KO35UD   432   1
@EW1H        KO33UW   144   1
@G3YDY       JO01FQ   50    1
@G4ASR       IO81MX   50    1
@G4CLA       IO92JL   50    1
@G4FZN/P     IO94JF   50    1
@GM4CXM      IO75TW   50    1
@GM4VVX      IO78TA   50    1
@I5YDI       JN54BC   50    1
@YL2CB       KO26FX   50    1
@YL2GC       KO26AW   50    4
@YL2SW       KO27RN   50    3
@YL3ANJ      KO36QU   1296  4
@LA3OCT      JO49JT   50    1
@LA7QIA      JO29TA   50    1
@LY1BWB      KO24PR   144   1
@LY1CR       KO15CL   144   7
@LY1CR       KO15CL   432   4
@LY1VL       KO24OQ   144   1
@LY1ZI       KO24OQ   144   1
@LY2BBZ      KO16XC   144   1
@LY2BDA      KO24MQ   1296  1
@LY2BDA      KO24MQ   144   7
@LY2BDA      KO24MQ   432   6
@LY2CH       KO15OV   1296  2
@LY2CH       KO15OV   144   4
@LY2CH       KO15OV   432   1
@LY2J        KO14QL   144   3
@LY2NA       KO15JC   144   2
@LY2WR       KO24FO   1296  7
@LY3AA       KO14WW   144   1
@LY3FI       KO24PR   432   1
@LY3LT       KO24QO   144   1
@LY3NL       KO24QS   144   1
@LY3PEJ      KO15CL   144   1
@LY3US/P     KO15MU   144   1
@LY4AA       KO14WW   144   3
@LY4AA       KO14WW   432   6
@LY4DL       KO15LP   144   1
@LY4H        KO15PV   144   1
@LY5AK       KO24MV   144   1
@LY5OM       KO25SJ   432   6
@LY5VP       KO15QV   144   1
@LY7AP       KO24PQ   144   1
@LY7AP       KO24PQ   432   1
@LY7OK       KO24OR   144   1
@LY9Y        KO16LA   144   5
@MW0LKX/P    IO82KL   50    1
@OH0A        KP00AF   144   2
@OH0A        KP00AF   432   3
@OH0A        KP00AF   50    1
@OH0AZX      JP70QN   50    1
@OH0AZX      KP00IF   144   7
@OH0AZX      KP00IF   432   2
@OH0AZX      KP00IF   50    4
@OH1F        KP01TK   144   2
@OH1LEG      KP10FC   50    6
@OH1LEU      KP01VF   144   2
@OH1RI       KP10HQ   144   1
@OH1RI       KP10HQ   50    4
@OH1TR       KP12MA   432   1
@OH1U        KP11BL   50    1
@OH2AWU      KP20KI   144   1
@OH2AXH      KP20OK   1296  2
@OH2FQV      KP20MF   432   2
@OH2MFE      KP20GD   144   1
@OH2MFE      KP20JE   144   2
@OH2MFE      KP20JE   432   2
@OH2MFE      KP20JE   50    1
@OH2NP/60    KP20MJ   50    4
@OH3DP       KP10TT   144   3
@OH3DP       KP10TT   432   3
@OH3NE       KP11UL   144   1
@OH3NE       KP11UL   50    4
@OH3TR       KP11VK   1296  3
@OH3TR       KP11VK   432   3
@OH4GGW      KP31MO   144   5
@OH4GGW      KP31MO   50    3
@OH4JVC      KP31ST   144   2
@OH4LA       KP20LG   144   5
@OH4LA       KP20LG   432   7
@OH4LA       KP20LG   50    1
@OH4MVH      KP32PG   144   3
@OH4MVH      KP32PG   432   1
@OH5EIL      KP41BA   144   1
@OH5ELO      KP41AB   144   1
@OH6P        KP22AN   50    1
@OH6UW       KP22WI   144   2
@OH6UW       KP22WI   50    1
@OH6UW       KP32AC   432   1
@OH6VV       KP22WG   144   1
@OH7DIV      KP20XW   50    1
@OH7RJ       KP32UV   50    1
@OZ0ZZ       JO65BQ   50    1
@OZ1ADL      JO46XC   144   1
@OZ1ADL      JO46XC   50    1
@OZ1ALS      JO44XX   144   2
@OZ1DLD/P    JO45SK   144   1
@OZ2AR       JO65BT   144   3
@OZ3Z        JO45UN   144   1
@OZ4VW       JO45UT   144   1
@OZ6OM       JO55FK   50    1
@OZ6TY       JO55XE   144   3
@OZ6TY       JO55XE   432   2
@OZ7KJ       JO46ML   144   1
@OZ7KJ       JO46ML   50    1
@OZ8PG       JO66EC   432   3
@OZ9GE       JO66CB   432   2
@PA0O        JO33HG   50    1
@R1AO        KP40TG   144   1
@R1AO        KP40TG   432   1
@R1DM        KO49XQ   144   3
@R1DM        KO49XQ   432   3
@RA1WR       KO47DT   144   1
@RA1WR       KO47GH   432   1
@RK3AF       KO75WO   144   1
@SA0CAN      JO97HK   144   1
@SA0CAN      JO99CH   1296  1
@SA0CAN      JO99CH   144   1
@SA4JEA      JP70RL   144   1
@SA5ACR      JO88FR   144   1
@SA5ACR      JO88FR   50    2
@SA7BXU      JO65OS   432   1
@SB7A        JO65OI   144   1
@SE0X        JO99FE   144   3
@SE5Z        JO89VR   432   1
@SK0CT       JO99BM   1296  5
@SK0CT       JO99BM   144   4
@SK0CT       JO99BM   432   5
@SK0QO       JO99CC   50    2
@SK1BL       JO97HK   144   7
@SK1BL       JO97HK   432   8
@SK3BG       JP82QG   144   1
@SK4AO       JP70TO   144   1
@SK4AO       JP70TO   432   2
@SK4AO       JP70VO   144   1
@SK4AO       JP70VO   432   1
@SK4AO       JP70XQ   144   1
@SK4EA       JO79OO   144   5
