Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1804	ES5GI	54	54	KO38GQ		432	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1807	YL3EK	56	54	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1808	YL3ES	59	59	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1809	YL3EK	59	59	KO27FF		432	81	81			
YL2AJ	KO16OX	1816	SQ4INW	53	56	JO93VS		432	417	417	JO93	ScoredNoLog	
YL2AJ	KO16OX	1822	LY2BDA	559	559	KO24MQ	CW	432	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	1833	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26		
YL2AJ	KO16OX	1836	SK1BL	599	599	JO97HK	CW	432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1840	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1843	SM7ECM	559	559	JO65PU	CW	432	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	1845	SM7PYJ	54	54	JO76TE		432	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1849	LY2VO	599	599	KO15PX	CW	1296	112	112	KO15		
YL2AJ	KO16OX	1854	SM7EYW	559	559	JO65NK	CW	432	647	647		ScoredNoLog	
YL2AJ	KO16OX	1859	SM1HOW	53	54	JO97GL		432	287	287		ScoredNoLog	
YL2AJ	KO16OX	1901	YL2QG	54	56	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1903	YL3GEA	59	59	KO37QM	SSB	144	258	258	KO37		
YL2AJ	KO16OX	1903	LY2WR	559	559	KO24FO	CW	1296	276	276	KO24	ScoredNoLog	
YL2AJ	KO16OX	1905	YL3EK	59	59	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1905	OH4LA	55	53	KP20LG		432	380	380	KP20	ScoredNoLog	
