Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1804	YL3ES	57	599	KO27FF		50	81	81	KO27		
YL2AJ	KO16OX	1805	YL3ES	58	56	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1805	YL3OI	56	56	KO26MO		50	120	120	KO26		
YL2AJ	KO16OX	1806	YL2GD	599	599	KO37ML	CW	1296	238	238	KO37		
YL2AJ	KO16OX	1806	YL3EK	59	59	KO27FF		432	81	81			
YL2AJ	KO16OX	1809	YL2FZ	559	559	KO37QI	CW	1296	255	255			
YL2AJ	KO16OX	1809	YL3GEA	59	59	KO37QM	SSB	432	258	258	KO37		
YL2AJ	KO16OX	1809	YL3ND	57	57	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1811	YL3EK	56	57	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1812	ES5GI	56	58	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1812	YL2GD	52	54	KO37ML		50	238	238	KO37		
YL2AJ	KO16OX	1813	ES4RM	59	59	KO49AL		144	397	397	KO49	ScoredNoLog	
YL2AJ	KO16OX	1815	YL2QG	54	55	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1815	YL3ES	56	56	KO26CW		144	61	61	KO26		
YL2AJ	KO16OX	1816	YL2QG	52	55	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1816	YL3EK	58	56	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1817	SA7BXU	54	54	JO65OS		432	630	630	JO65	ScoredNoLog	
YL2AJ	KO16OX	1818	YL2QV	55	56	KO26WM		144	171	171			
YL2AJ	KO16OX	1820	YL2CI	57	57	KO06TR		50	101	101			
YL2AJ	KO16OX	1820	SM7PYJ	55	55	JO76TE		432	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1821	YL3ANJ	55	58	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1821	LY5OM	559	559	KO25SJ	CW	1296	228	228	KO25	ScoredNoLog	
YL2AJ	KO16OX	1824	LY2WR	55	55	KO24FO	SSB	1296	276	276	KO24	ScoredNoLog	
YL2AJ	KO16OX	1825	OH4MVH	54	56	KP32PG		144	632	632	KP32	ScoredNoLog	
YL2AJ	KO16OX	1831	LY2BBF	559	599	KO24PR	CW	432	282	282	KO24		
YL2AJ	KO16OX	1835	YL2GD	59	59	KO37ML	SSB	144	238	238	KO37		
YL2AJ	KO16OX	1836	YL3GEA	59	59	KO37QM	SSB	144	258	258			
YL2AJ	KO16OX	1838	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1841	LY2BDA	599	599	KO24MQ	CW	144	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	1841	LY2VO	599	599	KO15PX	CW	1296	112	112	KO15		
YL2AJ	KO16OX	1842	LY2BBF	599	599	KO24PR	CW	144	282	282			
YL2AJ	KO16OX	1844	SK0CT	559	559	JO99BM	CW	144	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1846	YL2AO	599	599	KO16DK	CW	432	83	83	KO16		
YL2AJ	KO16OX	1850	ES8PW	55	57	KO18VM		432	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1850	SM7ECM	559	559	JO65PU	CW	144	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	1852	ES5GI	55	55	KO38GQ		432	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1852	LY2CX	599	599	KO05NW	CW	144	173	173	KO05	ScoredNoLog	
YL2AJ	KO16OX	1855	ES1ATE	55	55	KO29JK	SSB	432	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	1855	LY4AA	599	599	KO14WW	CW	144	231	231	KO14	ScoredNoLog	
YL2AJ	KO16OX	1856	ES2AFF	59	59	KO29EE	SSB	1296	255	255	KO29	ScoredNoLog	
YL2AJ	KO16OX	1857	YL2AO	599	599	KO16DK	CW	144	83	83	KO16		
YL2AJ	KO16OX	1859	SM0BHN	559	559	JO89WI	CW	1296	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1904	ES0FX	559	559	KO08XL	CW	1296	183	183	KO08	ScoredNoLog	
YL2AJ	KO16OX	1904	YL2AO	59	59	KO16DK	SSB	50	83	83	KO16		
YL2AJ	KO16OX	1906	OH0AZX	55	55	KP00IF		432	390	390	KP00	ScoredNoLog	
YL2AJ	KO16OX	1907	SM0BHN	559	599	JO89WI	CW	144	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1911	OZ6TY	559	559	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1912	SM7ECM	559	559	JO65PU	CW	1296	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	1919	SM7HJZ	55	55	JO75DL		144	576	576	JO75	ScoredNoLog	
YL2AJ	KO16OX	1921	SK6DK	559	559	JO67EH	CW	432	654	654	JO67	ScoredNoLog	
YL2AJ	KO16OX	1930	SM5EPC	54	55	JP90CE		144	460	460	JP90	ScoredNoLog	
YL2AJ	KO16OX	1932	SM7EYW	559	559	JO65NK	CW	144	647	647		ScoredNoLog	
YL2AJ	KO16OX	1934	SM0BHN	559	559	JO89WI	CW	432	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1936	SM6BFE	559	559	JO68DQ	CW	144	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1939	SM0BSO	559	559	JO99BG	CW	1296	393	393	JO99	ScoredNoLog	
YL2AJ	KO16OX	1939	SM6VTZ	559	559	JO58UJ	CW	432	701	701	JO58	ScoredNoLog	
YL2AJ	KO16OX	1941	SM7DTE	599	599	JO75CN	CW	144	578	578		ScoredNoLog	
YL2AJ	KO16OX	1942	ES2AFF	59	59	KO29EE	SSB	432	255	255		ScoredNoLog	
YL2AJ	KO16OX	1945	SK4AO	559	559	JP70XQ	CW	144	587	587	JP70	ScoredNoLog	
YL2AJ	KO16OX	1946	LY2CH	599	599	KO15OV	CW	144	121	121	KO15	ScoredNoLog	
YL2AJ	KO16OX	1948	ES1OX	559	559	KO29HI	CW	432	277	277		ScoredNoLog	
YL2AJ	KO16OX	1948	SM7LCB	559	559	JO86GH	CW	1296	415	415	JO86	ScoredNoLog	
YL2AJ	KO16OX	1949	ES2DF	599	599	KO29GG	CW	432	267	267		ScoredNoLog	
YL2AJ	KO16OX	1952	OH4LA	599	599	KP20LG	CW	432	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1954	SK0CT	559	559	JO99BM	CW	1296	411	411		ScoredNoLog	
YL2AJ	KO16OX	1956	ES0FX	559	559	KO08XL	CW	432	183	183	KO08	ScoredNoLog	
YL2AJ	KO16OX	2000	ES1ATE	59	59	KO29JK	SSB	144	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	2001	YL3ANJ	599	599	KO36QU	CW	432	254	254	KO36		
YL2AJ	KO16OX	2003	SA4JEA	53	54	JP70RL		144	593	593		ScoredNoLog	
YL2AJ	KO16OX	2005	SP7TEE	55	55	JO91SS	SSB	144	626	626	JO91	ScoredNoLog	
YL2AJ	KO16OX	2009	LY1CR	56	55	KO15CL		144	178	178		ScoredNoLog	
YL2AJ	KO16OX	2009	SK4AO	559	579	JP70XQ	CW	432	587	587	JP70	ScoredNoLog	
YL2AJ	KO16OX	2011	LY2WR	599	599	KO24FO	CW	144	276	276		ScoredNoLog	
YL2AJ	KO16OX	2013	LY2R	599	599	KO15VS	CW	1296	140	140			
YL2AJ	KO16OX	2017	R1AO	54	53	KP40TG		144	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	2018	SM0RJV	559	559	JO89VJ	CW	1296	416	416		ScoredNoLog	
YL2AJ	KO16OX	2019	UA1AJY	53	53	KO49VV		144	502	502		ScoredNoLog	
YL2AJ	KO16OX	2020	RL1F	53	54	KP50DA		144	533	533	KP50	ScoredNoLog	
YL2AJ	KO16OX	2021	R1DM	56	57	KO49XQ		144	496	496		ScoredNoLog	
YL2AJ	KO16OX	2023	LY2BDA	559	559	KO24MQ	CW	432	280	280		ScoredNoLog	
YL2AJ	KO16OX	2024	ES5GI	54	54	KO38GQ		144	0	0		Dupe 18:12	
YL2AJ	KO16OX	2025	LY2WR	599	599	KO24FO	CW	432	276	276		ScoredNoLog	
YL2AJ	KO16OX	2026	OH4JVC	57	57	KP31ST	SSB	144	591	591	KP31	ScoredNoLog	
YL2AJ	KO16OX	2028	OH4GGW	57	58	KP31MO		144	559	559		ScoredNoLog	
YL2AJ	KO16OX	2028	SM7SJR	559	559	JO87EB	CW	432	414	414	JO87	ScoredNoLog	
YL2AJ	KO16OX	2029	ES2IPA	53	55	KO29JM		144	298	298		ScoredNoLog	
YL2AJ	KO16OX	2031	LY2R	599	599	KO15VS	CW	432	140	140	KO15		
YL2AJ	KO16OX	2032	LY2VO	599	599	KO15PX	CW	432	112	112			
YL2AJ	KO16OX	2032	OI3V	56	54	KP21FV		144	552	552	KP21	ScoredNoLog	
YL2AJ	KO16OX	2034	OH6UW	54	55	KP22WI		144	617	617	KP22	ScoredNoLog	
YL2AJ	KO16OX	2037	LY1CR	599	599	KO15CL	CW	432	178	178		ScoredNoLog	
