Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1816	LY2BDA	599	599	KO24MQ	CW	144	0	0		BadCall	
LY2BBF	KO24PR	1821	LY1MIC	59	59	KO24PR	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1822	LY4WP	59	59	KO24PP	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1822	LY7AP	59	59	KO24PQ	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1823	LY3FI	59	59	KO24PR	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1826	LY5AK	59	59	KO24MV	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1829	LY2BAW	59	59	KO25KA	SSB	144	0	0		BadCall	
LY2BBF	KO24PR	1829	LY5GT	59	59	KO24LU	SSB	144	0	0		BadCall	
LY2BBF	KO24PR	1844	YL2FZ	599	599	KO37QI	CW	144	0	0		BadCall	
LY2BBF	KO24PR	1855	LY3JE	59	59	KO26TC	SSB	144	0	0		BadCall	
LY2BBF	KO24PR	1857	LY2VO	599	599	KO15PX	CW	144	188	188	KO15		
LY2BBF	KO24PR	1900	LY2R	599	559	KO15VS	CW	144	0	0		NoRst 599	
LY2BBF	KO24PR	1911	LY1BWB	59	59	KO24PR	FM	144	0	0		BadCall	
LY2BBF	KO24PR	1913	YL2AJ	599	599	KO16OX	CW	144	0	0		NoInLog	
LY2BBF	KO24PR	1914	LY4AA	599	599	KO14WW	CW	144	0	0		BadCall	
LY2BBF	KO24PR	1915	LY5AA	599	599	KO14WW	CW	144	0	0		BadCall	
LY2BBF	KO24PR	1944	YL2AO	599	599	KO16DK	CW	144	268	268	KO16		
LY2BBF	KO24PR	2043	LY1CR	599	579	KO15CL	CW	144	0	0		BadCall	
LY2R	KO15VS	1800	LY3JE	59	59	KO26TC	FM	144	0	0		BadCall	
LY2R	KO15VS	1800	OH4LA	599	599	KP20LG	CW	432	0	0		BadCall	
LY2R	KO15VS	1801	LY2VO	59	59	KO15PX	FM	144	39	39	KO15		
LY2R	KO15VS	1801	LY4H	59	59	KO15PV	FM	144	0	0		BadCall	
LY2R	KO15VS	1802	YL2FZ	579	559	KO37QI	CW	432	0	0		BadCall	
LY2R	KO15VS	1803	LY3JE	59	59	KO26TC	SSB	1296	0	0		BadCall	
LY2R	KO15VS	1805	YL2FZ	599	599	KO37QI		144	0	0		BadCall	
LY2R	KO15VS	1806	YL2AO	599	599	KO16DK	CW	144	119	119	KO16		
LY2R	KO15VS	1806	YL2AO	599	599	KO16DK	CW	432	119	119	KO16		
LY2R	KO15VS	1809	ES4RM	579	599	KO49AL	CW	144	0	0		BadCall	
LY2R	KO15VS	1810	SM4GGC	559	559	JO69RK	CW	432	0	0		BadCall	
LY2R	KO15VS	1812	SP2FRY	559	599	JO83WR	CW	144	0	0		BadCall	
LY2R	KO15VS	1816	LY2BDA	559	559	KO24MQ	CW	432	0	0		BadCall	
LY2R	KO15VS	1819	SP2QBQ	599	599	JO94FL	CW	144	0	0		BadCall	
LY2R	KO15VS	1826	SQ2RAD	55	59	JO94GM	SSB	144	0	0		BadCall	
LY2R	KO15VS	1829	LY2J	599	599	KO14QL	CW	144	0	0		BadCall	
LY2R	KO15VS	1829	SP7EXY	559	559	KO00QV	CW	432	0	0		BadCall	
LY2R	KO15VS	1830	SM0BSO	559	559	JO99BG	CW	1296	0	0		BadCall	
LY2R	KO15VS	1833	LY2BDA	599	599	KO24MQ	CW	144	0	0		BadCall	
LY2R	KO15VS	1834	LY4AA	599	599	KO14WW	CW	144	0	0		BadCall	
LY2R	KO15VS	1834	LY5AA	599	599	KO14WW	CW	144	0	0		BadCall	
LY2R	KO15VS	1834	SM0BHN	559	59	JO89WI	CW	1296	0	0		BadCall	
LY2R	KO15VS	1834	SM0LQB	559	559	JO89WF	CW	432	0	0		BadCall	
LY2R	KO15VS	1837	SK1BL	599	599	JO97HK	CW	144	0	0		BadCall	
LY2R	KO15VS	1840	ES2AFF	55	55	KO29EE	SSB	1296	0	0		BadCall	
LY2R	KO15VS	1840	ES2MC	559	559	KO29GG	CW	432	0	0		BadCall	
LY2R	KO15VS	1842	SM0LBQ	599	599	JO89WF	CW	144	0	0		BadCall	
LY2R	KO15VS	1843	SP8SN	599	599	KO11FI	CW	432	0	0		BadCall	
LY2R	KO15VS	1848	SK0EN	599	579	JO99JX	CW	144	0	0		BadCall	
LY2R	KO15VS	1849	SM0BHN	559	559	JO89WI	CW	432	0	0		BadCall	
LY2R	KO15VS	1901	LY2BBF	599	599	KO24PR	CW	144	150	150	KO24		
LY2R	KO15VS	1901	OZ8PG	559	559	JO66EC	CW	144	0	0		BadCall	
LY2R	KO15VS	1904	LY2CH	599	599	KO15OV	CW	432	0	0		BadCall	
