Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1808	LY3FI	59	59	KO24PR	FM	144	1	1	KO24	ScoredNoLog	
LY2BBF	KO24PR	1809	LY3QL	59	59	KO24NW	FM	144	26	26		ScoredNoLog	
LY2BBF	KO24PR	1810	LY4NZ	59	59	KO24QQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1817	LY2VO	599	599	KO15PX	CW	432	188	188	KO15		
LY2BBF	KO24PR	1819	LY2BDA	599	599	KO24MQ	CW	144	17	17		ScoredNoLog	
LY2BBF	KO24PR	1822	SK1BL	599	599	JO97DP	CW	432	541	541	JO97	ScoredNoLog	
LY2BBF	KO24PR	1827	LY2R	599	599	KO15VS	CW	144	150	150	KO15	ScoredNoLog	
LY2BBF	KO24PR	1833	YL2AJ	599	599	KO16OX	CW	432	282	282	KO16		
LY2BBF	KO24PR	1834	LY2VO	599	599	KO15PX	CW	144	188	188			
LY2BBF	KO24PR	1842	LY2BDA	599	599	KO24MQ	CW	432	17	17	KO24	ScoredNoLog	
LY2BBF	KO24PR	1843	LY1ZI	59	59	KO24OQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1847	YL2FZ	599	559	KO37QI	CW	144	320	320	KO37		
LY2BBF	KO24PR	1856	YL2AJ	599	599	KO16OX	CW	144	282	282	KO16		
LY2BBF	KO24PR	1859	LY3JE	59	59	KO26TC	SSB	144	155	155	KO26	ScoredNoLog	
LY2BBF	KO24PR	1905	YL2GD	599	559	KO37ML	CW	144	325	325			
LY2BBF	KO24PR	1912	LY1MV	59	59	KO24PQ	FM	144	5	5		ScoredNoLog	
LY2BBF	KO24PR	1915	LY4AA	599	599	KO14WW	CW	432	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1918	YL2AO	599	599	KO16DK	CW	144	268	268			
LY2BBF	KO24PR	1919	LY4AA	599	599	KO14WW	CW	144	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1925	LY2R	599	559	KO15VS	CW	432	150	150			
LY2BBF	KO24PR	1933	SK1BL	599	599	JO97DP	CW	144	541	541	JO97	ScoredNoLog	
LY2BBF	KO24PR	1933	YL2AO	599	599	KO16DK	CW	432	268	268			
LY2BBF	KO24PR	2026	SP2FRY	599	599	JO83WR	CW	144	495	495	JO83	ScoredNoLog	
LY2R	KO15VS	1801	YL2FZ	559	579	KO37QI	CW	1296	282	282	KO37		
LY2R	KO15VS	1802	ES2NJ	579	579	KO29NK	CW	432	416	416	KO29	ScoredNoLog	
LY2R	KO15VS	1802	OH4LA	559	559	KP20LG	CW	432	506	506	KP20	ScoredNoLog	
LY2R	KO15VS	1806	LY2BDA	559	559	KO24MQ	CW	1296	145	145	KO24	ScoredNoLog	
LY2R	KO15VS	1812	SQ5N	559	559	KO02LH	CW	1296	427	427	KO02	ScoredNoLog	
LY2R	KO15VS	1813	LY3JE	59	59	KO26TC	SSB	432	121	121	KO26	ScoredNoLog	
LY2R	KO15VS	1825	LY3JE	59	59	KO26TC	SSB	1296	121	121	KO26	ScoredNoLog	
LY2R	KO15VS	1827	SK6EI	559	559	JO68VK	CW	432	672	672	JO68	ScoredNoLog	
LY2R	KO15VS	1830	SM0BHN	559	559	JO89WI	CW	1296	532	532	JO89	ScoredNoLog	
LY2R	KO15VS	1833	SM0BSO	559	559	JO99BG	CW	1296	516	516	JO99	ScoredNoLog	
LY2R	KO15VS	1835	SK1BL	599	519	JO97HK	CW	432	367	367	JO97	ScoredNoLog	
LY2R	KO15VS	1838	SM0RJV	559	559	JO89VJ	CW	1296	539	539		ScoredNoLog	
LY2R	KO15VS	1849	ES2AFF	55	55	KO29EE	SSB	1296	382	382	KO29	ScoredNoLog	
LY2R	KO15VS	1853	ES2MC	599	599	KO29GG	CW	432	392	392		ScoredNoLog	
LY2R	KO15VS	1854	SK0CT	599	599	JO99BM	CW	1296	536	536		ScoredNoLog	
LY2R	KO15VS	1907	LY2VO	599	599	KO15PX	CW	1296	39	39	KO15		
LY2R	KO15VS	1915	ES0FX	559	559	KO08XL	CW	1296	321	321	KO08	ScoredNoLog	
LY2R	KO15VS	1926	LY2BBF	559	599	KO24PR	CW	432	150	150	KO24		
LY2R	KO15VS	1926	LY2CH	599	599	KO15OV	CW	432	39	39	KO15	ScoredNoLog	
LY2R	KO15VS	1926	LY4AA	599	599	KO14WW	CW	432	93	93	KO14	ScoredNoLog	
LY2R	KO15VS	1927	SP7EXY	559	559	KO00QV	CW	1296	566	566	KO00	ScoredNoLog	
LY2R	KO15VS	1928	LY2BDA	559	559	KO24MQ	CW	432	145	145		ScoredNoLog	
LY2R	KO15VS	1936	SK0CT	599	559	JO99BM	CW	432	536	536	JO99	ScoredNoLog	
LY2R	KO15VS	1947	ES2DF	559	559	KO29GG	CW	1296	392	392		ScoredNoLog	
