@DL5EBS      JO31LH   50    1
@ES0FX       KO08XL   1296  3
@ES0FX       KO08XL   432   4
@ES1ATE      KO29JK   144   3
@ES1ATE      KO29JK   432   1
@ES1OX       KO29HI   144   3
@ES2AFF      KO29EE   1296  3
@ES2DF       KO29GG   1296  3
@ES2JL       KO29LL   144   2
@ES2JL       KO29LL   50    2
@ES2MC       KO29GG   432   5
@ES2NJ       KO29NK   432   3
@ES2NJ       KO29NK   50    4
@ES2PRM      KO29GG   144   3
@ES2PRM      KO29GG   432   3
@ES2Z        KO29JM   50    2
@ES3MAR      KO28KX   144   9
@ES3MAR      KO28KX   50    5
@ES4RM       KO49AL   144   5
@ES4RM       KO49AL   432   2
@ES5KC       KO38II   144   1
@ES5QA       KO38CS   50    2
@ES7RU       KO28SI   144   2
@ES8AY       KO28GJ   1296  1
@ES8AY       KO28GJ   144   1
@ES8PW       KO18VM   144   4
@ES8PW       KO18VM   432   6
@ES8TPR      KO28FO   50    1
@EU1AEX      KO33TT   144   1
@EU1AI       KO33SV   144   2
@G3YDY       JO01FQ   50    1
@G4ASR       IO81MX   50    1
@G4FZN/P     IO94JF   50    1
@GM4CXM      IO75TW   50    1
@GM4JTJ      IO86RP   50    1
@GM4VVX      IO78TA   50    1
@LY1BWB      KO24PR   144   4
@LY1CR       KO15CL   144   5
@LY1CR       KO15CL   432   5
@LY1ED       KO15QU   144   1
@LY1MV       KO24PQ   144   1
@LY1ZI       KO24OQ   144   1
@LY2BDA      KO24MQ   1296  1
@LY2BDA      KO24MQ   144   6
@LY2BDA      KO24MQ   432   5
@LY2CH       KO15OV   1296  1
@LY2CH       KO15OV   144   3
@LY2CH       KO15OV   432   3
@LY2HQ       KO15OV   144   1
@LY2J        KO14QL   144   2
@LY2R        KO15VS   144   6
@LY3FI       KO24PR   144   1
@LY3JE       KO26TC   1296  4
@LY3JE       KO26TC   144   6
@LY3JE       KO26TC   432   3
@LY3QL       KO24NW   144   1
@LY4AA       KO14WU   432   1
@LY4AA       KO14WW   144   4
@LY4AA       KO14WW   432   4
@LY4KR       KO05OQ   144   1
@LY4NZ       KO24QQ   144   1
@LY5AA       KO14WW   144   3
@LY5VP       KO15QV   144   1
@MM5DWW      IO89ID   50    1
@OG2K        KP20MJ   50    1
@OG3B        KP10AQ   50    2
@OG3Z        KP11MK   144   7
@OG5O        KP20MJ   50    2
@OH0A        KP00AF   144   1
@OH0A        KP00AF   432   2
@OH0AZX      KP00IF   144   6
@OH0AZX      KP00IF   432   1
@OH0AZX      KP00IF   50    2
@OH1F        KP01TK   144   3
@OH1LEG      KP10FC   50    3
@OH1RI       KP10HQ   144   2
@OH1RI       KP10HQ   50    3
@OH2AWL      KP20IF   50    1
@OH2FNR      KP20IL   144   6
@OH2FNR      KP20IL   432   2
@OH2FNR      KP20IL   50    3
@OH2FQV      KP20MF   432   1
@OH2MFE      KP20JE   144   1
@OH2NNE      KP20HE   144   1
@OH3BDS      KP10PR   144   5
@OH3BDS      KP10PR   432   1
@OH3DP       KP10TT   144   2
@OH3LWP      KP21AM   1296  1
@OH3RM       KP21AK   50    1
@OH3XA       KP21GA   50    1
@OH4JVC      KP31ST   144   1
@OH4LA       KP20LG   144   7
@OH4LA       KP20LG   432   5
@OH4LA       KP20LG   50    2
@OH4MVH      KP32PG   144   4
@OH4MVH      KP32PG   432   1
@OH4SS       KP21UC   144   1
@OH4YA       KP42GJ   50    1
@OH5ELO      KP41AB   144   2
