Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1708	YL3EK	56	58	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1710	YL3NT	55	57	KO36PM		144	255	255	KO36		
YL2AJ	KO16OX	1711	YL2QG	59	59	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1716	YL3NJ	57	59	KO36QU		144	254	254			
YL2AJ	KO16OX	1719	SM1NFH	54	55	JO97KS		144	275	275	JO97	ScoredNoLog	
YL2AJ	KO16OX	1724	EU6AX	54	56	KO35UD		144	346	346	KO35	ScoredNoLog	
YL2AJ	KO16OX	1727	SM4VQP	54	56	JO79NB		144	529	529	JO79	ScoredNoLog	
YL2AJ	KO16OX	1729	SM7HGY	56	57	JO86DR		144	422	422	JO86	ScoredNoLog	
YL2AJ	KO16OX	1732	SM1FMT	59	58	JO96BW		144	309	309	JO96	ScoredNoLog	
YL2AJ	KO16OX	1735	SM0RPT	55	54	JP90HA		144	431	431	JP90	ScoredNoLog	
YL2AJ	KO16OX	1738	SM4OXX	54	53	JO79SH		144	519	519		ScoredNoLog	
YL2AJ	KO16OX	1742	EU6AX	54	56	KO35UD		144	0	0		Dupe 17:24	
YL2AJ	KO16OX	1746	YL3ES	56	56	KO27FF		144	81	81			
YL2AJ	KO16OX	1758	SM6BFE	559	559	JO68DQ	CW	144	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1801	ES4RM	55	55	KO49AL		144	397	397	KO49	ScoredNoLog	
YL2AJ	KO16OX	1804	LY1RC	59	59	KO14XX	SSB	144	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1806	LY2LE	59	59	KO24TC	SSB	144	354	354	KO24	ScoredNoLog	
YL2AJ	KO16OX	1807	LY2HS	59	59	KO25UO	SSB	144	218	218	KO25	ScoredNoLog	
YL2AJ	KO16OX	1808	LY2WR	59	59	KO24FO	SSB	144	276	276		ScoredNoLog	
YL2AJ	KO16OX	1810	YL3GY	59	59	KO27AA	SSB	144	51	51			
YL2AJ	KO16OX	1813	ES1ATE	59	59	KO29JK	SSB	144	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	1819	SM4GGC	559	559	JO69RK	CW	144	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1821	SK5BN	599	599	JO88CN	CW	144	451	451	JO88	ScoredNoLog	
YL2AJ	KO16OX	1831	ES1XQ	56	54	KO29IK		144	288	288		ScoredNoLog	
YL2AJ	KO16OX	1833	OH2LIY	54	55	KP20MG		144	382	382	KP20	ScoredNoLog	
YL2AJ	KO16OX	1839	OZ6TY	559	559	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1841	SP2FRY	579	569	JO83WR	CW	144	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	1853	SK6EI	599	599	JO68VK	CW	144	582	582		ScoredNoLog	
YL2AJ	KO16OX	1857	SK4EA	56	55	JO79OO		144	551	551		ScoredNoLog	
YL2AJ	KO16OX	1901	SA0CAN	53	54	JO99CH		144	392	392	JO99	ScoredNoLog	
YL2AJ	KO16OX	1904	LY2BDA	599	599	KO24MQ	CW	144	280	280		ScoredNoLog	
YL2AJ	KO16OX	1907	SM4C	55	56	JP70SL		144	589	589	JP70	ScoredNoLog	
YL2AJ	KO16OX	1910	SM5CUI	55	55	JO89WW		144	452	452	JO89	ScoredNoLog	
YL2AJ	KO16OX	1911	SA4JEA	54	55	JP70QN		144	602	602		ScoredNoLog	
YL2AJ	KO16OX	1912	SM3XGV	58	55	JP81OF		144	584	584	JP81	ScoredNoLog	
YL2AJ	KO16OX	1916	R1DM	54	55	KO49XQ		144	496	496		ScoredNoLog	
YL2AJ	KO16OX	1919	R1AO	54	56	KP40TG		144	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	1920	RL1F	53	54	KP50DA		144	533	533	KP50	ScoredNoLog	
YL2AJ	KO16OX	1924	ES8JX	53	56	KO28LM		144	201	201	KO28	ScoredNoLog	
YL2AJ	KO16OX	1939	ES1OX/2	559	579	KO29AI		144	269	269		ScoredNoLog	
YL2AJ	KO16OX	1943	SM4UEF	55	53	JP70JX		144	656	656		ScoredNoLog	
YL2AJ	KO16OX	1944	SM4UEF	53	54	JP70JX		144	0	0		Dupe 19:43	
YL2AJ	KO16OX	1949	ES3MR	55	57	KO28KX		144	244	244		ScoredNoLog	
YL2AJ	KO16OX	1950	OH4GGW	56	58	KP31MO		144	559	559	KP31	ScoredNoLog	
YL2AJ	KO16OX	1959	UA1C	55	57	KP50FG		144	557	557		ScoredNoLog	
YL2AJ	KO16OX	2003	SM5EPO	56	56	JP80MC		144	499	499	JP80	ScoredNoLog	
YL2AJ	KO16OX	2005	LY1CR	57	56	KO15CL		144	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	2006	OH0AZX	54	57	KP00IF		144	390	390	KP00	ScoredNoLog	
YL2AJ	KO16OX	2015	OH2MFE	55	55	KP20JE	SSB	144	369	369		ScoredNoLog	
YL2AJ	KO16OX	2018	ES3TV	57	599	KO29DK	SSB	144	281	281		ScoredNoLog	
YL2AJ	KO16OX	2021	ES3TI	57	57	KO29KD	SSB	144	261	261		ScoredNoLog	
YL2AJ	KO16OX	2027	SK1BL	599	599	JO97HK	CW	144	281	281		ScoredNoLog	
YL2AJ	KO16OX	2037	SK0CT	599	579	JO99BM	CW	144	411	411		ScoredNoLog	
YL2AJ	KO16OX	2045	OZ7UV	53	53	JO65DH		144	701	701	JO65	ScoredNoLog	
YL2AJ	KO16OX	2054	ES4RM	56	56	KO49AL		144	0	0		Dupe 18:01	
YL2AO	KO16DK	1702	YL3NT	59	57	KO36PM		432	308	308	KO36		
YL2AO	KO16DK	1703	YL3ES	55	56	KO27FF		432	159	159	KO27		
YL2AO	KO16DK	1704	YL3EK	56	53	KO27FF		432	159	159			
YL2AO	KO16DK	1710	YL3NJ	52	53	KO36QU		432	315	315			
YL2AO	KO16DK	1711	YL2QG	55	55	KO06QR		432	65	65	KO06		
YL2AO	KO16DK	1712	SK1BL	599	599	JO97HK	CW	432	249	249	JO97	ScoredNoLog	
YL2AO	KO16DK	1715	SM1NFH	55	56	JO97KS		432	255	255		ScoredNoLog	
YL2AO	KO16DK	1726	OH0AZX	56	54	KP00IF		432	432	432	KP00	ScoredNoLog	
YL2AO	KO16DK	1731	LY3JE	59	59	KO26TC	SSB	432	210	210	KO26	ScoredNoLog	
YL2AO	KO16DK	1732	LY2R	59	59	KO15VS	SSB	432	119	119	KO15		
YL2AO	KO16DK	1732	LY3FI	59	59	KO24PR	SSB	432	268	268	KO24	ScoredNoLog	
YL2AO	KO16DK	1735	LY1RC	59	59	KO14XX	SSB	432	193	193	KO14	ScoredNoLog	
YL2AO	KO16DK	1736	LY2CH	59	59	KO15OV	SSB	432	83	83		ScoredNoLog	
YL2AO	KO16DK	1743	SM6BFE	559	559	JO68DQ	CW	432	647	647	JO68	ScoredNoLog	
YL2AO	KO16DK	1748	R1DM	53	54	KO49XQ		432	578	578	KO49	ScoredNoLog	
YL2AO	KO16DK	1758	SM6VTZ	559	559	JO58UJ	CW	432	670	670	JO58	ScoredNoLog	
YL2AO	KO16DK	1759	LY1CR	599	599	KO15CL	CW	432	107	107		ScoredNoLog	
YL2AO	KO16DK	1802	LY2HS	56	56	KO25UO		432	232	232	KO25	ScoredNoLog	
YL2AO	KO16DK	1813	ES0TJC	59	59	KO08XK	SSB	432	224	224	KO08	ScoredNoLog	
YL2AO	KO16DK	1815	ES8JX	57	58	KO28LM		432	282	282	KO28	ScoredNoLog	
YL2AO	KO16DK	1822	SM7LCB	559	579	JO86GH	CW	432	355	355	JO86	ScoredNoLog	
YL2AO	KO16DK	1825	ES1OX/2	599	599	KO29AI	CW	432	341	341	KO29	ScoredNoLog	
YL2AO	KO16DK	1830	R1AO	54	56	KP40TG		432	604	604	KP40	ScoredNoLog	
YL2AO	KO16DK	1835	ES2JL	54	54	KO29LL		432	373	373		ScoredNoLog	
YL2AO	KO16DK	1838	OH4LA	53	54	KP20LG		432	454	454	KP20	ScoredNoLog	
YL2AO	KO16DK	1854	ES1XQ	54	57	KO29IK		432	363	363		ScoredNoLog	
YL2AO	KO16DK	1854	OH2FQV	57	57	KP20MF	SSB	432	452	452		ScoredNoLog	
YL2AO	KO16DK	1856	ES3TI	59	59	KO29KD		432	338	338		ScoredNoLog	
YL2AO	KO16DK	1900	ES3RF	53	53	KO29IF		432	342	342		ScoredNoLog	
YL2AO	KO16DK	1904	LY2BDA	599	599	KO24MQ	CW	432	261	261		ScoredNoLog	
YL2AO	KO16DK	1907	EU6AX	56	55	KO35UD		432	368	368	KO35	ScoredNoLog	
YL2AO	KO16DK	1921	SA0CAN	55	55	JO99CH		432	401	401	JO99	ScoredNoLog	
YL2AO	KO16DK	1928	SK4AO	55	55	JP70VO		432	598	598	JP70	ScoredNoLog	
YL2AO	KO16DK	1932	SM0EZZ	55	56	JO89XG		432	407	407	JO89	ScoredNoLog	
YL2AO	KO16DK	1933	SM5EPO	54	54	JP80MC		432	511	511	JP80	ScoredNoLog	
YL2AO	KO16DK	1938	LY2LE	55	55	KO06NA		432	86	86		ScoredNoLog	
YL2AO	KO16DK	1949	LY2WR	599	599	KO24FO	CW	432	246	246		ScoredNoLog	
YL2AO	KO16DK	1952	SM7KOJ	53	55	JO66ND		432	567	567	JO66	ScoredNoLog	
YL2AO	KO16DK	1956	SM7PYJ	53	56	JO76TE		432	412	412	JO76	ScoredNoLog	
YL2AO	KO16DK	2000	OZ7UV	53	53	JO65DH		432	636	636	JO65	ScoredNoLog	
YL2AO	KO16DK	2006	SM5CUI	53	54	JO89WW		432	468	468		ScoredNoLog	
YL2AO	KO16DK	2012	SM4DXO	53	53	JP71SB		432	645	645	JP71	ScoredNoLog	
YL2AO	KO16DK	2018	SM7SJR	559	559	JO87EB	CW	432	368	368	JO87	ScoredNoLog	
YL2AO	KO16DK	2022	DG0NE	54	56	JO63TM		432	641	641	JO63	ScoredNoLog	
YL2AO	KO16DK	2023	DG1BHA	53	55	JO73CE		432	631	631	JO73	ScoredNoLog	
