Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1802	LY7AP	59	59	KO24PQ	FM	432	5	5	KO24	ScoredNoLog	
LY2BBF	KO24PR	1804	LY3FI	59	59	KO24PR	FM	432	1	1		ScoredNoLog	
LY2BBF	KO24PR	1814	LY3JE	59	59	KO26TC	SSB	432	155	155	KO26		
LY2BBF	KO24PR	1823	YL2AJ	599	599	KO16OX	CW	432	282	282	KO16		
LY2BBF	KO24PR	1823	YL2FZ	55	54	KO37QI		144	320	320	KO37		
LY2BBF	KO24PR	1825	YL2QV	56	55	KO26WM		144	203	203	KO26		
LY2BBF	KO24PR	1831	LY4AA	599	599	KO14WW	CW	432	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1843	YL2AJ	57	53	KO16OX		144	282	282	KO16		
LY2BBF	KO24PR	1845	LY2CH	599	599	KO15OV	CW	432	185	185	KO15	ScoredNoLog	
LY2BBF	KO24PR	1901	SK1BL	599	599	JO97HK	CW	432	512	512	JO97	ScoredNoLog	
LY2BBF	KO24PR	1936	YL3EK	54	54	KO27FF		144	283	283	KO27		
LY2BBF	KO24PR	1959	LY2VO	599	599	KO15PX	CW	432	188	188			
LY2BBF	KO24PR	2008	LY1ZI	59	59	KO24OQ	FM	432	8	8		ScoredNoLog	
LY2BBF	KO24PR	2009	LY4AA	54	56	KO14WW		144	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	2025	LY2BDA	599	599	KO24MQ	CW	432	17	17		ScoredNoLog	
LY2BBF	KO24PR	2055	LY2WR	599	599	KO24FO	CW	432	56	56		ScoredNoLog	
LY2R	KO15VS	1801	OH4LA	599	599	KP20LG	CW	144	506	506	KP20	ScoredNoLog	
LY2R	KO15VS	1801	YL2FZ	599	599	KO37QI	CW	144	282	282	KO37		
LY2R	KO15VS	1801	YL2GD	599	599	KO37ML	CW	144	275	275			
LY2R	KO15VS	1805	ES2DF	559	559	KO29GG	CW	1296	392	392	KO29	ScoredNoLog	
LY2R	KO15VS	1805	SM6BFE	559	559	JO68DQ	CW	144	764	764	JO68	ScoredNoLog	
LY2R	KO15VS	1806	LY3JE	59	59	KO26TC	FM	144	121	121	KO26		
LY2R	KO15VS	1807	LY3PEJ	59	59	KO15CL	FM	144	105	105	KO15	ScoredNoLog	
LY2R	KO15VS	1808	LY2CH	59	59	KO15OV	SSB	144	39	39		ScoredNoLog	
LY2R	KO15VS	1810	LY3JE	59	59	KO26TC	SSB	1296	121	121	KO26		
LY2R	KO15VS	1812	SM0FZH	559	559	JO99HI	CW	144	504	504	JO99	ScoredNoLog	
LY2R	KO15VS	1814	SM4GGC	559	59	JO69RK	CW	144	738	738	JO69	ScoredNoLog	
LY2R	KO15VS	1816	YL2FZ	559	559	KO37QI	SSB	1296	282	282	KO37		
LY2R	KO15VS	1818	SM7EYW	559	559	JO65NK	CW	144	671	671	JO65	ScoredNoLog	
LY2R	KO15VS	1826	ES4RM	599	599	KO49AL	CW	144	484	484	KO49	ScoredNoLog	
LY2R	KO15VS	1828	SM0BSO	559	559	JO99BG	CW	1296	516	516	JO99	ScoredNoLog	
LY2R	KO15VS	1838	SK4EA	559	559	JO79OO	CW	144	664	664	JO79	ScoredNoLog	
LY2R	KO15VS	1839	LY4AA	599	599	KO14WW	CW	144	93	93	KO14	ScoredNoLog	
