Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1705	YL3EK	57	55	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1706	YL3NT	55	57	KO36PM		432	255	255	KO36		
YL2AJ	KO16OX	1707	YL3ND	55	55	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1708	EU6AX	56	54	KO35UD		432	346	346	KO35	ScoredNoLog	
YL2AJ	KO16OX	1708	YL3ES	59	59	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1709	YL2AO	59	59	KO16DK		50	83	83	KO16		
YL2AJ	KO16OX	1709	YL3EK	56	56	KO27FF		1296	81	81			
YL2AJ	KO16OX	1711	YL2QG	54	54	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1712	YL2FZ	579	599	KO37QI		1296	255	255	KO37		
YL2AJ	KO16OX	1714	SM1NFH	55	54	JO97KS		432	275	275	JO97	ScoredNoLog	
YL2AJ	KO16OX	1715	YL2QG	56	57	KO06QR		1296	115	115	KO06		
YL2AJ	KO16OX	1715	YL2QV	57	59	KO26WM		50	171	171	KO26		
YL2AJ	KO16OX	1718	OH1LEG	54	54	KP10FC		50	351	351	KP10	ScoredNoLog	
YL2AJ	KO16OX	1719	YL3ES	55	55	KO27FF		432	81	81			
YL2AJ	KO16OX	1720	YL2QG	56	57	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1726	SM7LCB	559	579	JO86GH	CW	1296	415	415	JO86	ScoredNoLog	
YL2AJ	KO16OX	1728	ES2NJ	55	55	KO29NK	SSB	432	296	296	KO29	ScoredNoLog	
YL2AJ	KO16OX	1728	YL2AO	59	59	KO16DK	SSB	432	83	83	KO16		
YL2AJ	KO16OX	1728	LY3JE	55	55	KO26TC		1296	178	178	KO26		
YL2AJ	KO16OX	1730	YL2AO	59	59	KO16DK	SSB	1296	83	83	KO16		
YL2AJ	KO16OX	1730	YL3GV	53	11	KO37MJ		50	236	236	KO37		
YL2AJ	KO16OX	1732	YL3NT	55	58	KO36PM		1296	255	255	KO36		
YL2AJ	KO16OX	1735	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26		
YL2AJ	KO16OX	1736	ES0Z	56	57	KO18KT		50	205	205	KO18	ScoredNoLog	
YL2AJ	KO16OX	1738	ES2MA	54	53	KO29GH		50	271	271	KO29	ScoredNoLog	
YL2AJ	KO16OX	1740	LY2BDA	559	559	KO24MQ		432	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	1741	LY2VO	599	599	KO15PX	CW	1296	112	112	KO15		
YL2AJ	KO16OX	1746	YL3NJ	56	56	KO36QU		432	254	254			
YL2AJ	KO16OX	1753	ES0Z	54	52	KO18KT		50	0	0		Dupe 17:36	
YL2AJ	KO16OX	1753	LY2HS	599	599	KO25UO	CW	432	218	218	KO25	ScoredNoLog	
YL2AJ	KO16OX	1754	ES1OX/2	559	559	KO29AI	CW	1296	269	269	KO29	ScoredNoLog	
YL2AJ	KO16OX	1758	YL3ES	56	54	KO27FF		50	0	0		NoInLog	
YL2AJ	KO16OX	1758	LY2R	599	599	KO15VS	CW	1296	140	140			
YL2AJ	KO16OX	1804	OH2MDN	54	53	KO19LT		50	316	316	KO19	ScoredNoLog	
YL2AJ	KO16OX	1805	YL2GD	599	599	KO37ML	CW	432	238	238	KO37		
YL2AJ	KO16OX	1805	YL2SW	54	55	KO27RN		50	151	151	KO27	ScoredNoLog	
YL2AJ	KO16OX	1808	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1809	UT7LK	01	02	KO80DA		50	1158	1158	KO80	ScoredNoLog	
YL2AJ	KO16OX	1810	ES2DF	599	599	KO29GG	CW	432	267	267		ScoredNoLog	
YL2AJ	KO16OX	1812	SM0RJV	559	559	JO89VJ	CW	1296	416	416	JO89	ScoredNoLog	
YL2AJ	KO16OX	1816	OG5O	55	54	KP20MJ		50	395	395	KP20	ScoredNoLog	
YL2AJ	KO16OX	1819	ES2NJ	55	55	KO29NK		432	0	0		Dupe 17:28	
YL2AJ	KO16OX	1819	YL2IV	579	599	KO06OL	CW	1296	0	0		NoInLog	
YL2AJ	KO16OX	1820	OH4LA	54	55	KP20LG		432	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1821	ES2DF	559	559	KO29GG	CW	1296	267	267		ScoredNoLog	
YL2AJ	KO16OX	1824	SK0CT	559	559	JO99BM	CW	432	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1825	SM7DTE	559	559	JO75CN	CW	1296	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	1830	LY2HS	559	559	KO25UO	CW	1296	218	218	KO25	ScoredNoLog	
YL2AJ	KO16OX	1831	ES3RF	55	56	KO29IF		50	266	266		ScoredNoLog	
YL2AJ	KO16OX	1831	SM0WW	52	54	JO99KO		432	387	387		ScoredNoLog	
YL2AJ	KO16OX	1835	SM4UEF	54	54	JP70JX		432	656	656	JP70	ScoredNoLog	
YL2AJ	KO16OX	1840	SM7DTE	599	599	JO75CN	CW	432	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	1844	SA0CAN	55	55	JO99CH		432	392	392		ScoredNoLog	
YL2AJ	KO16OX	1846	OH7RJ	54	55	KP33QK		50	754	754	KP33	ScoredNoLog	
YL2AJ	KO16OX	1847	SM4LMV	559	559	JO79OC	CW	432	527	527	JO79	ScoredNoLog	
YL2AJ	KO16OX	1853	SM0BSO	56	59	JO99BG		1296	393	393	JO99	ScoredNoLog	
YL2AJ	KO16OX	1855	ES3RF	54	58	KO29IF		432	266	266		ScoredNoLog	
YL2AJ	KO16OX	1858	ES0MVM	53	57	KO18MO		50	181	181		ScoredNoLog	
YL2AJ	KO16OX	1906	ES1OX/2	599	599	KO29AI	CW	432	269	269		ScoredNoLog	
YL2AJ	KO16OX	1908	SM0LQB	599	599	JO89XK	CW	1296	412	412		ScoredNoLog	
YL2AJ	KO16OX	1912	OH2FQV	57	57	KP20MF	SSB	432	377	377		ScoredNoLog	
YL2AJ	KO16OX	1917	LY7T	17	13	KO05WV		50	146	146	KO05	ScoredNoLog	
YL2AJ	KO16OX	1918	SM5CUI	56	56	JO89WW		432	452	452	JO89	ScoredNoLog	
YL2AJ	KO16OX	1919	EA6Y	08	15	JM19LS		50	2410	2410	JM19	ScoredNoLog	
YL2AJ	KO16OX	1924	SP2FRY	559	559	JO83WR	CW	432	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	1928	SK1BL	59	53	JO97HK		432	281	281		ScoredNoLog	
