Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1703	YL3ANJ	54	56	KO36QU		1296	0	0		NoInLog	
YL2AJ	KO16OX	1705	ES5GI	56	53	KO38GQ		432	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1706	YL2QG	54	57	KO06QR		1296	115	115	KO06		
YL2AJ	KO16OX	1707	YL3EK	57	57	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1709	YL2AO	55	56	KO16DK		1296	83	83	KO16		
YL2AJ	KO16OX	1709	YL2QG	59	56	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1710	YL3ES	10	57	KO27FF		432	81	81		ScoredNoLog	
YL2AJ	KO16OX	1714	YL3EK	54	56	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1715	YL2IV	54	53	KO06OL		144	135	135			
YL2AJ	KO16OX	1716	YL3ANJ	55	56	KO36QU		432	254	254	KO36		
YL2AJ	KO16OX	1717	YL2QV	53	56	KO26WM		144	171	171	KO26		
YL2AJ	KO16OX	1718	OZ7UV	54	56	JO65DH		144	701	701	JO65	ScoredNoLog	
YL2AJ	KO16OX	1721	ES5GI	57	58	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1722	YL2FZ	559	559	KO37QI	CW	1296	255	255	KO37		
YL2AJ	KO16OX	1723	ES6DO	55	57	KO27WX		144	195	195		ScoredNoLog	
YL2AJ	KO16OX	1726	YL2QG	52	54	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1726	LY3JE	59	59	KO26TC	SSB	1296	178	178	KO26		
YL2AJ	KO16OX	1731	YL2KO	59	59	KO37RI	SSB	144	260	260	KO37		
YL2AJ	KO16OX	1732	YL3GEA	59	59	KO37QM	SSB	144	258	258			
YL2AJ	KO16OX	1735	SM0BHN	559	559	JO89WI	CW	1296	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1736	YL3ES	56	56	KO27FF		144	81	81			
YL2AJ	KO16OX	1737	OH3NE	53	54	KP11UL		144	502	502	KP11	ScoredNoLog	
YL2AJ	KO16OX	1739	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26		
YL2AJ	KO16OX	1744	SM0RJV	559	559	JO89VJ	CW	1296	416	416		ScoredNoLog	
YL2AJ	KO16OX	1745	LY2BDA	559	559	KO24MQ	CW	432	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	1746	OZ8PG	559	559	JO66EC	CW	144	671	671	JO66	ScoredNoLog	
YL2AJ	KO16OX	1748	SM7KOJ	57	56	JO66ND		144	625	625		ScoredNoLog	
YL2AJ	KO16OX	1749	SM7PYJ	55	54	JO76TE		144	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1754	SM1FMT	59	59	JO96BW		144	309	309	JO96	ScoredNoLog	
YL2AJ	KO16OX	1755	LY1CR	54	59	KO15CL		144	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	1756	SM5EPO	559	559	JP80MC	CW	1296	499	499	JP80	ScoredNoLog	
YL2AJ	KO16OX	1757	SK6DK	559	559	JO67EH	CW	432	654	654	JO67	ScoredNoLog	
YL2AJ	KO16OX	1758	SM4GGC	559	559	JO69RK	CW	144	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1758	SM4GGC	559	559	JO69RK	CW	432	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1800	OZ6TY	579	579	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1803	LY2HS	55	57	KO25UO		144	218	218	KO25		
YL2AJ	KO16OX	1805	SK1BL	599	599	JO97HK	CW	432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1808	SE5Z	55	55	JO89VR		144	440	440	JO89	ScoredNoLog	
YL2AJ	KO16OX	1810	SM7ECM	559	559	JO65PU	CW	144	623	623		ScoredNoLog	
YL2AJ	KO16OX	1811	OH4LA	599	599	KP20LG	CW	432	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1812	YL3ANJ	559	559	KO36QU	CW	1296	254	254	KO36		
YL2AJ	KO16OX	1813	OH3TR	579	579	KP11VK	CW	432	497	497	KP11	ScoredNoLog	
YL2AJ	KO16OX	1814	SM0KAK	54	58	JO89XK		144	412	412		ScoredNoLog	
YL2AJ	KO16OX	1816	ES0TJC	59	59	KO08XK	FM	432	179	179	KO08	ScoredNoLog	
YL2AJ	KO16OX	1817	SM0RPT	57	55	JP90HA		144	431	431	JP90	ScoredNoLog	
YL2AJ	KO16OX	1818	SK0CT	599	579	JO99BM	CW	1296	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1820	YL2GD	57	57	KO37ML		432	238	238	KO37		
YL2AJ	KO16OX	1820	YL3ANJ	53	56	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1828	ES2DF	59	59	KO29GG	SSB	144	267	267	KO29	ScoredNoLog	
YL2AJ	KO16OX	1830	SM0BSO	559	559	JO99BG	CW	1296	393	393		ScoredNoLog	
YL2AJ	KO16OX	1835	OH2MFE	559	579	KP20JE	CW	144	369	369	KP20	ScoredNoLog	
YL2AJ	KO16OX	1841	OH4JVC	55	55	KP31ST	SSB	144	591	591	KP31	ScoredNoLog	
YL2AJ	KO16OX	1842	ES8PW	57	54	KO18VM		432	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1843	LY2HS	54	56	KO25UO		432	218	218	KO25	ScoredNoLog	
YL2AJ	KO16OX	1844	EU6AX	53	54	KO35UD		144	346	346	KO35	ScoredNoLog	
YL2AJ	KO16OX	1851	OH2JIU	55	55	KP20US		144	446	446		ScoredNoLog	
YL2AJ	KO16OX	1854	ES2IPA	59	59	KO29JM		144	298	298		ScoredNoLog	
YL2AJ	KO16OX	1854	ES3MAR	57	59	KO28KX		144	244	244	KO28	ScoredNoLog	
YL2AJ	KO16OX	1903	LY2VO	599	599	KO15PX	CW	432	112	112	KO15		
YL2AJ	KO16OX	1904	OH4GGW	56	57	KP31MO		144	559	559		ScoredNoLog	
YL2AJ	KO16OX	1906	OH5ESU	54	53	KP41HD		144	557	557	KP41	ScoredNoLog	
YL2AJ	KO16OX	1908	R1AO	53	54	KP40TG		144	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	1909	R1DM	55	55	KO49XQ		144	496	496	KO49	ScoredNoLog	
