Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1720	LY2AS	59	59	KO24PQ	FM	144	5	5	KO24	ScoredNoLog	
LY2BBF	KO24PR	1724	LY1ZI	59	59	KO24OQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1739	SK1BL	599	599	JO97HK	CW	144	512	512	JO97	ScoredNoLog	
LY2BBF	KO24PR	1746	YL2GD	599	599	KO37ML	CW	144	325	325	KO37		
LY2BBF	KO24PR	1750	LY5AT	59	59	KO24JQ	FM	144	33	33		ScoredNoLog	
LY2BBF	KO24PR	1757	LY3JE	59	59	KO26TC	SSB	144	155	155	KO26	ScoredNoLog	
LY2BBF	KO24PR	1802	YL2FZ	599	559	KO37QI	CW	144	320	320			
LY2BBF	KO24PR	1809	SP2FRY	599	589	JO83WR	CW	144	495	495	JO83	ScoredNoLog	
LY2BBF	KO24PR	1812	LY2VO	599	599	KO15PX	CW	144	188	188	KO15		
LY2BBF	KO24PR	1827	LY4AA	599	599	KO14WW	CW	144	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1839	SP7TEE	59	59	JO91SS	SSB	144	505	505	JO91	ScoredNoLog	
LY2BBF	KO24PR	1856	LY1VL	59	59	KO24OQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1858	LY2H	59	59	KO24OP	FM	144	11	11		ScoredNoLog	
LY2BBF	KO24PR	1905	YL2AJ	599	599	KO16OX	CW	144	282	282	KO16		
LY2BBF	KO24PR	1932	YL2AO	599	599	KO16DK	CW	144	268	268			
LY2BBF	KO24PR	1954	LY1CR	599	559	KO15CL	CW	144	214	214		ScoredNoLog	
LY2HS	KO25UO	1709	LY2VO	59	59	KO15PX	SSB	432	157	157	KO15		
LY2HS	KO25UO	1710	LY3JE	59	59	KO26TC	SSB	432	56	56	KO26		
LY2HS	KO25UO	1723	YL2AJ	599	599	KO16OX	CW	432	218	218	KO16		
LY2HS	KO25UO	1726	YL2AO	599	599	KO16DK	CW	432	232	232			
LY2HS	KO25UO	1729	LY2BDA	569	559	KO24MQ	CW	432	111	111	KO24	ScoredNoLog	
LY2HS	KO25UO	1731	YL2FZ	599	599	KO37QI	CW	432	220	220	KO37		
LY2HS	KO25UO	1734	YL2GD	599	599	KO37ML	CW	432	224	224			
LY2HS	KO25UO	1750	ES2MC	599	559	KO29GG	CW	432	414	414	KO29	ScoredNoLog	
LY2HS	KO25UO	1805	LY1BWB	599	599	KO24PR	CW	432	101	101		ScoredNoLog	
LY2HS	KO25UO	1816	LY1CR	559	559	KO15CL	CW	432	221	221		ScoredNoLog	
LY2HS	KO25UO	1832	LY4AA	559	559	KO14WW	CW	432	138	138	KO14	ScoredNoLog	
LY2HS	KO25UO	1848	YL3ANJ	54	53	KO36QU	RTTY	432	174	174	KO36		
LY2HS	KO25UO	1849	YL3ANT	58	59	KO36PM	RTTY	432	142	142			
LY2VO	KO15PX	1701	LY2CH	59	59	KO15OV	FM	432	11	11	KO15	ScoredNoLog	
LY2VO	KO15PX	1703	LY2CH	59	59	KO15OV	FM	144	11	11	KO15	ScoredNoLog	
LY2VO	KO15PX	1703	LY3BBE	59	59	KO15PV	FM	144	10	10		ScoredNoLog	
LY2VO	KO15PX	1705	LY2HQ	59	59	KO15OV	FM	144	11	11		ScoredNoLog	
LY2VO	KO15PX	1706	LY3JE	59	59	KO26TC	SSB	432	146	146	KO26		
LY2VO	KO15PX	1707	LY3PEJ	59	59	KO15CL	SSB	432	88	88		ScoredNoLog	
LY2VO	KO15PX	1709	LY2HS	59	59	KO25UO	SSB	432	157	157	KO25		
LY2VO	KO15PX	1713	YL2AO	59	59	KO16DK	SSB	432	81	81	KO16		
LY2VO	KO15PX	1719	YL2GD	599	599	KO37ML	CW	144	284	284	KO37		
LY2VO	KO15PX	1723	SK6EI	559	559	JO68VK	CW	432	634	634	JO68	ScoredNoLog	
