Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1703	LY4NZ	59	59	KO24QQ	FM	144	8	8	KO24	ScoredNoLog	
LY2BBF	KO24PR	1708	LY1ZI	59	59	KO24OQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1718	LY2SA	599	599	KO14UG	CW	144	115	115	KO14	ScoredNoLog	
LY2BBF	KO24PR	1740	LY5AT	599	599	KO24JQ	CW	144	33	33		ScoredNoLog	
LY2BBF	KO24PR	1743	LY2VO	599	599	KO15PX	CW	144	188	188	KO15		
LY2BBF	KO24PR	1752	LY2HS	59	59	KO25UO	SSB	144	101	101	KO25		
LY2BBF	KO24PR	1752	LY3JE	59	59	KO26TC	SSB	144	155	155	KO26		
LY2BBF	KO24PR	1758	YL3GEA	59	59	KO37QM	SSB	144	337	337	KO37		
LY2BBF	KO24PR	1800	LY3LT	59	59	KO24QO	FM	144	15	15		ScoredNoLog	
LY2BBF	KO24PR	1800	LY4MO	59	59	KO24PP	FM	144	10	10		ScoredNoLog	
LY2BBF	KO24PR	1801	LY2KT	59	59	KO24OO	FM	144	15	15		ScoredNoLog	
LY2BBF	KO24PR	1805	LY4KK	59	59	KO24OQ	FM	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1809	YL2AJ	599	599	KO16OX	CW	144	282	282	KO16		
LY2BBF	KO24PR	1813	LY2FN	599	599	KO14XV	CW	144	88	88			
LY2BBF	KO24PR	1813	LY4AA	599	599	KO14WW	CW	144	94	94		ScoredNoLog	
LY2BBF	KO24PR	1814	YL2AO	599	599	KO16DK	CW	144	268	268			
LY2BBF	KO24PR	1816	LY2WR	599	599	KO24FO	CW	144	56	56		ScoredNoLog	
LY2BBF	KO24PR	1829	LY3FI	59	59	KO24PR	FM	144	1	1		ScoredNoLog	
LY2BBF	KO24PR	1831	LY5MOM	59	59	KO24PP	FM	144	10	10		ScoredNoLog	
LY2BBF	KO24PR	1851	LY2CH	599	599	KO15OV	CW	144	185	185		ScoredNoLog	
LY2BBF	KO24PR	1909	LY1MV	59	59	KO24PP	FM	144	10	10		ScoredNoLog	
LY2BBF	KO24PR	1914	LY2BAW	599	599	KO25KA	CW	144	42	42		ScoredNoLog	
LY2BBF	KO24PR	1921	YL2FZ	599	599	KO37QI	CW	144	320	320			
LY2BBF	KO24PR	1959	LY2BDA	599	599	KO24MQ	CW	432	17	17	KO24	ScoredNoLog	
LY2BBF	KO24PR	2007	LY2VO	599	599	KO15PX	CW	432	188	188	KO15		
