Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1807	YL2AO	58	57	KO16DK		50	83	83	KO16		
YL2AJ	KO16OX	1809	YL3GY	59	59	KO27AA	SSB	144	51	51	KO27		
YL2AJ	KO16OX	1809	YL3OI	57	58	KO26MO		50	120	120	KO26		
YL2AJ	KO16OX	1809	OH4LA	559	559	KP20LG	CW	432	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1810	YL2GD	599	599	KO37ML	CW	432	238	238	KO37		
YL2AJ	KO16OX	1811	YL3GEA	59	59	KO37QM	SSB	144	258	258	KO37		
YL2AJ	KO16OX	1814	YL2QG	54	56	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1814	YL3GY	59	59	KO27AA	SSB	432	51	51	KO27		
YL2AJ	KO16OX	1816	ES5GI	53	52	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1817	YL3GEA	55	59	KO37QM	SSB	432	258	258			
YL2AJ	KO16OX	1818	YL2CI	58	58	KO06TR		50	101	101			
YL2AJ	KO16OX	1818	YL3EK	57	58	KO27FF		144	81	81			
YL2AJ	KO16OX	1820	YL2AO	599	599	KO16DK	CW	1296	83	83	KO16		
YL2AJ	KO16OX	1820	YL3EK	59	58	KO27FF		432	81	81			
YL2AJ	KO16OX	1820	YL3ES	57	56	KO27FF		144	81	81			
YL2AJ	KO16OX	1821	YL3ES	59	59	KO27FF		432	81	81			
YL2AJ	KO16OX	1822	SK0CT	599	599	JO99BM	CW	1296	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1823	YL2QV	54	54	KO26WM		50	171	171			
YL2AJ	KO16OX	1828	ES2PRM	59	59	KO29GG	SSB	432	267	267	KO29	ScoredNoLog	
YL2AJ	KO16OX	1830	OH1LEG	53	55	KP10FC		50	351	351	KP10	ScoredNoLog	
YL2AJ	KO16OX	1832	ES0FX	559	559	KO08XL	CW	1296	183	183	KO08	ScoredNoLog	
YL2AJ	KO16OX	1836	SM7ECM	559	559	JO65PU	CW	432	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	1837	YL2GD	599	599	KO37ML	CW	144	238	238			
YL2AJ	KO16OX	1838	YL2AO	599	599	KO16DK	CW	144	83	83	KO16		
YL2AJ	KO16OX	1839	OH2OV	52	59	KP20MJ		50	395	395	KP20	ScoredNoLog	
YL2AJ	KO16OX	1840	YL3NB	57	59	KO16VP		50	52	52			
YL2AJ	KO16OX	1843	YL3ES	08	02	KO27FF		50	81	81	KO27		
YL2AJ	KO16OX	1844	YL2GD	599	599	KO37ML	CW	1296	238	238	KO37		
YL2AJ	KO16OX	1846	ES8PW	55	55	KO18VM		432	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1851	YL3NF	58	57	KO17QA		144	12	12	KO17	ScoredNoLog	
YL2AJ	KO16OX	1853	ES0FX	599	599	KO08XL	CW	432	183	183	KO08	ScoredNoLog	
YL2AJ	KO16OX	1853	YL2AO	599	599	KO16DK	CW	432	83	83	KO16		
YL2AJ	KO16OX	1853	LY2BBF	599	599	KO24PR	CW	144	282	282	KO24		
YL2AJ	KO16OX	1855	ES2NJ	56	54	KO29NK		50	296	296	KO29	ScoredNoLog	
YL2AJ	KO16OX	1855	SM0BHN	559	559	JO89WI	CW	432	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1856	SK1BL	599	599	JO97HK	CW	144	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1859	SK0CT	559	559	JO99BM	CW	432	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1901	SM6BFE	599	599	JO68DQ	CW	144	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1906	SM0NZY	54	53	JO89WI		144	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1907	LY2VO	599	599	KO15PX	CW	1296	112	112	KO15		
YL2AJ	KO16OX	1907	SK0QO	54	57	JO99CC		144	378	378	JO99	ScoredNoLog	
YL2AJ	KO16OX	1907	SM4HFI	559	559	JP70TO	CW	432	594	594	JP70	ScoredNoLog	
YL2AJ	KO16OX	1909	SM4DXO	53	56	JP71SB		144	631	631	JP71	ScoredNoLog	
YL2AJ	KO16OX	1910	LY2R	599	599	KO15VS	CW	1296	140	140			
YL2AJ	KO16OX	1911	R1DM	56	56	KO49XQ		432	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1912	SK0CT	559	559	JO99BM	CW	144	411	411		ScoredNoLog	
YL2AJ	KO16OX	1915	SM0LQB	55	56	JO89WF		144	401	401		ScoredNoLog	
YL2AJ	KO16OX	1916	SA0CAN	54	53	JO99CH		144	392	392		ScoredNoLog	
YL2AJ	KO16OX	1916	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1919	LY2VO	599	599	KO15PX	CW	432	112	112	KO15		
YL2AJ	KO16OX	1920	SM5CUI	56	53	JO89WW		144	452	452		ScoredNoLog	
YL2AJ	KO16OX	1922	OH2FQV	57	57	KP20MF	SSB	432	377	377		ScoredNoLog	
YL2AJ	KO16OX	1922	SM0WXV	56	54	JO89VL		144	422	422		ScoredNoLog	
YL2AJ	KO16OX	1926	SM7DTE	599	599	JO75CN	CW	144	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	1929	YL2QV	53	54	KO26WM		144	171	171	KO26		
YL2AJ	KO16OX	1931	YL3ND	55	58	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1931	SM0RJV	559	559	JO89VJ	CW	1296	416	416	JO89	ScoredNoLog	
YL2AJ	KO16OX	1934	SK4EA	559	559	JO99AH	CW	144	399	399		ScoredNoLog	
YL2AJ	KO16OX	1937	LY1CR	59	59	KO15CL		432	178	178		ScoredNoLog	
YL2AJ	KO16OX	1941	ES2PRM	59	59	KO29GG	SSB	144	267	267	KO29	ScoredNoLog	
YL2AJ	KO16OX	1943	OH4JVC	55	55	KP31ST	SSB	144	591	591	KP31	ScoredNoLog	
YL2AJ	KO16OX	1944	YL3ES	56	55	KO27FF		50	0	0		Dupe 18:43	
YL2AJ	KO16OX	1950	ES1OX	599	599	KO29HI	CW	144	277	277		ScoredNoLog	
YL2AJ	KO16OX	1952	OH4LA	599	599	KP20LG	CW	144	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1956	SM7EYW	599	599	JO65NK	CW	144	647	647	JO65	ScoredNoLog	
YL2AJ	KO16OX	1957	SM7HJZ	54	53	JO75DL		432	576	576	JO75	ScoredNoLog	
YL2AJ	KO16OX	2001	OH0AZX	53	56	KP00IF		50	390	390	KP00	ScoredNoLog	
YL2AJ	KO16OX	2002	SM7ATL	559	559	JO86EQ	CW	144	417	417	JO86	ScoredNoLog	
YL2AJ	KO16OX	2006	LY2BDA	599	599	KO24MQ	CW	144	280	280		ScoredNoLog	
YL2AJ	KO16OX	2009	SM7EYW	559	559	JO65NK	CW	432	647	647		ScoredNoLog	
YL2AJ	KO16OX	2013	SP2FRY	579	579	JO83WR	CW	144	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	2014	YL2FZ	559	559	KO37QI	CW	1296	255	255			
YL2AJ	KO16OX	2018	R1DM	53	54	KO49XQ		144	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	2023	LY2VO	56	54	KO15PX		144	112	112	KO15		
YL2AJ	KO16OX	2028	SM7ECM	559	559	JO65PU	CW	1296	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	2034	SQ5N	559	559	KO02LH	CW	1296	539	539	KO02	ScoredNoLog	
YL2AJ	KO16OX	2035	ES8PW	55	52	KO18VM		144	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	2040	LY1CR	58	56	KO15CL		144	178	178		ScoredNoLog	
YL2AJ	KO16OX	2041	OH4MVH	55	55	KP32PG		432	632	632	KP32	ScoredNoLog	
YL2AJ	KO16OX	2043	SA4JEA	53	54	JO99AH		144	399	399		ScoredNoLog	
YL2AJ	KO16OX	2045	SM4HCM	56	56	JP70RL		144	593	593	JP70	ScoredNoLog	
YL2AJ	KO16OX	2046	ES1TP	54	55	KO29IK		432	288	288		ScoredNoLog	
YL2AJ	KO16OX	2049	SK1BL	54	54	JO97HK		432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	2052	SM4HCM	55	55	JP70RL		144	0	0		Dupe 20:45	
YL2AJ	KO16OX	2054	SM0FZH	55	55	JO99HI		144	377	377		ScoredNoLog	
YL2AJ	KO16OX	2056	SM0KAK	58	55	JO89XK		144	412	412		ScoredNoLog	
YL2AJ	KO16OX	2057	SK6EI	559	559	JO68VK	CW	432	582	582		ScoredNoLog	
YL2AJ	KO16OX	2103	SM0BSO	559	559	JO99BG	CW	1296	393	393		ScoredNoLog	
YL2AJ	KO16OX	2106	SK6EI	53	55	JO68VK		144	582	582		ScoredNoLog	
YL2AJ	KO16OX	2107	SM4R	55	56	JO79MD		144	537	537	JO79	ScoredNoLog	
YL2AJ	KO16OX	2112	SM0BHN	559	559	JO89WI	CW	1296	410	410		ScoredNoLog	
YL2AJ	KO16OX	2113	LY2R	599	599	KO15VS	CW	144	140	140			
YL2AJ	KO16OX	2119	LY2CH	599	599	KO15OV	CW	144	121	121		ScoredNoLog	
YL2AJ	KO16OX	2122	SP2CNW	559	559	JO93AI	CW	144	520	520	JO93	ScoredNoLog	
YL2AJ	KO16OX	2133	ES2IPA	53	56	KO29JM		144	298	298		ScoredNoLog	
YL2AJ	KO16OX	2133	SM0KAK	559	559	JO89XK	CW	432	412	412		ScoredNoLog	
YL2AJ	KO16OX	2135	SM5EPO	559	559	JP80MC	CW	432	499	499	JP80	ScoredNoLog	
YL2AJ	KO16OX	2135	UA1AJY	54	55	KO49VV		144	502	502		ScoredNoLog	
YL2AJ	KO16OX	2136	ES3MAR	53	53	KO28KX		144	244	244	KO28	ScoredNoLog	
YL2AJ	KO16OX	2140	ES4RM	55	53	KO49AL		144	397	397		ScoredNoLog	
YL2AJ	KO16OX	2143	SM4VBO	54	56	JP70NU		144	633	633		ScoredNoLog	
YL2AJ	KO16OX	2145	SM4UEF	55	57	JP70JX		144	656	656		ScoredNoLog	
YL2AJ	KO16OX	2147	SM5EPC	54	53	JP90CE		144	460	460	JP90	ScoredNoLog	
YL2AJ	KO16OX	2149	LY2R	599	599	KO15VS	CW	432	140	140			
YL2AJ	KO16OX	2152	OH6UW	54	54	KP22WI		144	617	617	KP22	ScoredNoLog	
YL2AJ	KO16OX	2155	OH4GGW	57	57	KP31MO	SSB	144	559	559		ScoredNoLog	
