Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1802	YL2FZ	559	599	KO37QI	CW	1296	255	255	KO37		
YL2AJ	KO16OX	1802	OH4LA	599	599	KP20LG	CW	432	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1804	LY3JE	59	59	KO26TC	SSB	1296	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1806	YL3NT	57	58	KO36PM		432	255	255	KO36		
YL2AJ	KO16OX	1807	YL3ES	58	59	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1808	YL3ES	57	57	KO27FF		144	81	81	KO27		
YL2AJ	KO16OX	1808	OH2MDN	53	53	KO19LT		50	316	316	KO19	ScoredNoLog	
YL2AJ	KO16OX	1810	YL2QG	54	55	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1810	LY1RC	59	59	KO14XX	SSB	1296	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1811	YL3ANJ	57	56	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1812	LY1CR	59	54	KO15CL		432	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	1813	SM7HGY	55	56	JO86DR		144	422	422	JO86	ScoredNoLog	
YL2AJ	KO16OX	1814	YL2QG	57	54	KO06QR		1296	115	115	KO06		
YL2AJ	KO16OX	1814	YL2QV	56	58	KO26WM		50	171	171	KO26		
YL2AJ	KO16OX	1815	YL2FZ	54	54	KO37QI		50	255	255	KO37		
YL2AJ	KO16OX	1815	SM7PYJ	55	55	JO76TE		144	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1817	YL3NT	55	55	KO36PM		1296	255	255	KO36		
YL2AJ	KO16OX	1818	YL2AO	59	58	KO16DK		144	83	83	KO16		
YL2AJ	KO16OX	1820	ES8GP	54	55	KO28DJ		50	171	171	KO28	ScoredNoLog	
YL2AJ	KO16OX	1820	YL3ANJ	53	57	KO36QU		432	0	0		NoInLog	
YL2AJ	KO16OX	1821	YL2QG	53	54	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1822	YL3ND	54	53	KO17JM		50	0	0		NoInLog	
YL2AJ	KO16OX	1825	YL3ES	58	59	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1825	YL3NT	54	56	KO36PM		144	255	255			
YL2AJ	KO16OX	1826	EU6AX	53	55	KO35UD		144	346	346	KO35	ScoredNoLog	
YL2AJ	KO16OX	1827	R1DM	57	57	KO49XQ		432	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1829	ES8GP	53	55	KO28DJ		144	171	171	KO28	ScoredNoLog	
YL2AJ	KO16OX	1832	YL2AO	54	56	KO16DK		1296	83	83	KO16		
YL2AJ	KO16OX	1833	YL2AO	55	55	KO16DK		50	83	83	KO16		
YL2AJ	KO16OX	1834	YL2CI	57	58	KO06TR		50	101	101			
YL2AJ	KO16OX	1834	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1836	SK0CT	599	599	JO99BM	CW	144	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1842	ES0TJC	57	59	KO18GG	FM	144	150	150	KO18	ScoredNoLog	
YL2AJ	KO16OX	1845	LY1RC	59	59	KO14XX	SSB	432	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1846	LY1RC	59	59	KO14XX	SSB	144	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1849	DG1BHA	54	54	JO73CE		144	711	711	JO73	ScoredNoLog	
YL2AJ	KO16OX	1850	OZ9GE	559	559	JO66CB	CW	432	682	682	JO66	ScoredNoLog	
YL2AJ	KO16OX	1852	SM6BFE	559	559	JO68DQ	CW	144	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1855	ES1OX	599	599	KO29HI	CW	144	277	277	KO29	ScoredNoLog	
YL2AJ	KO16OX	1855	OH4LA	599	599	KP20LG	CW	144	380	380	KP20	ScoredNoLog	
YL2AJ	KO16OX	1858	OH2MFE	57	57	KP20JE	SSB	144	369	369		ScoredNoLog	
YL2AJ	KO16OX	1900	SM7SJR	599	579	JO87EB	CW	432	414	414	JO87	ScoredNoLog	
YL2AJ	KO16OX	1901	R1DM	54	54	KO49XQ		1296	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1904	LY2VO	54	55	KO15PX		144	112	112	KO15		
YL2AJ	KO16OX	1906	SM0BHN	559	559	JO89WI	CW	1296	410	410	JO89	ScoredNoLog	
YL2AJ	KO16OX	1906	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1907	ES1IND	54	59	KO29IJ		144	283	283		ScoredNoLog	
YL2AJ	KO16OX	1908	SK0CT	599	579	JO99BM	CW	432	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1910	SM0DJW	54	55	JO88WW		1296	383	383	JO88	ScoredNoLog	
YL2AJ	KO16OX	1912	OH5EIL	52	54	KP41BA		144	531	531	KP41	ScoredNoLog	
YL2AJ	KO16OX	1916	YL3ES	55	56	KO27FF		50	81	81	KO27		
YL2AJ	KO16OX	1916	OH2MFE	59	59	KP20JE	SSB	144	0	0		Dupe 18:58	
YL2AJ	KO16OX	1917	YL3OI	59	57	KO26MO		50	120	120			
YL2AJ	KO16OX	1921	OZ6TY	559	559	JO55XE	CW	144	725	725	JO55	ScoredNoLog	
YL2AJ	KO16OX	1922	YL3ND	53	53	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1924	SM7DTE	579	569	JO75CN	CW	144	578	578	JO75	ScoredNoLog	
YL2AJ	KO16OX	1925	SK6EI	55	54	JO68VK		432	582	582		ScoredNoLog	
YL2AJ	KO16OX	1928	ES8PW	53	55	KO18VM		432	175	175	KO18	ScoredNoLog	
YL2AJ	KO16OX	1928	SM7LCB	559	559	JO86GH	CW	1296	415	415	JO86	ScoredNoLog	
YL2AJ	KO16OX	1930	OH3DP	54	55	KP10TT		432	427	427	KP10	ScoredNoLog	
YL2AJ	KO16OX	1937	SM0LQB	53	53	JO89WF		432	401	401	JO89	ScoredNoLog	
YL2AJ	KO16OX	1938	ES1ATE	59	59	KO29JK	SSB	144	289	289		ScoredNoLog	
YL2AJ	KO16OX	1939	ES2AFF	599	599	KO29EE	SSB	144	255	255		ScoredNoLog	
YL2AJ	KO16OX	1942	ES1ATE	55	55	KO29JK	SSB	432	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	1942	ES2IPA	55	53	KO29JM		144	298	298		ScoredNoLog	
YL2AJ	KO16OX	1943	ES2AFF	59	59	KO29EE	SSB	432	255	255		ScoredNoLog	
YL2AJ	KO16OX	1946	ES2JL	55	55	KO29LL		144	297	297		ScoredNoLog	
YL2AJ	KO16OX	1947	OH0AZX	53	55	KP00IF		50	390	390	KP00	ScoredNoLog	
YL2AJ	KO16OX	1947	OH6DVD	56	56	KP20XW		144	468	468		ScoredNoLog	
YL2AJ	KO16OX	1948	ES2DF	599	599	KO29GG	CW	432	267	267		ScoredNoLog	
YL2AJ	KO16OX	1948	ES4RM	54	55	KO49AL		144	397	397	KO49	ScoredNoLog	
YL2AJ	KO16OX	1950	ES2JL	54	53	KO29LL		50	297	297	KO29	ScoredNoLog	
YL2AJ	KO16OX	1951	YL3ANJ	559	559	KO36QU	CW	432	254	254			
YL2AJ	KO16OX	1952	SM0BSO	57	58	JO99BG		1296	393	393	JO99	ScoredNoLog	
YL2AJ	KO16OX	1955	SM5CUI	59	59	JO89WW		144	452	452	JO89	ScoredNoLog	
YL2AJ	KO16OX	1957	ES0TJC	55	55	KO08XK	FM	432	179	179	KO08	ScoredNoLog	
YL2AJ	KO16OX	1957	SM4HFI	55	58	JP70TO		144	594	594	JP70	ScoredNoLog	
YL2AJ	KO16OX	1958	SM0LQB	54	55	JO89WF		1296	401	401		ScoredNoLog	
YL2AJ	KO16OX	1958	SM4OXX	54	54	JO79SH		144	519	519	JO79	ScoredNoLog	
YL2AJ	KO16OX	2000	SM0KAK	599	599	JO89XK	CW	144	412	412		ScoredNoLog	
YL2AJ	KO16OX	2001	SK0CT	54	56	JO99BM		1296	411	411		ScoredNoLog	
YL2AJ	KO16OX	2006	SK1BL	54	54	JO97HK		432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	2013	SM0EZZ	55	54	JO89XG		432	400	400		ScoredNoLog	
YL2AJ	KO16OX	2014	LY2BDA	599	599	KO24MQ	CW	144	280	280	KO24	ScoredNoLog	
YL2AJ	KO16OX	2017	LY2VO	53	55	KO15PX		432	112	112			
YL2AJ	KO16OX	2018	OH0AZX	53	54	KP00IF		144	390	390	KP00	ScoredNoLog	
