Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1801	YL2FZ	559	599	KO37QI	CW	1296	255	255	KO37		
YL2AJ	KO16OX	1802	OH2MDN	53	53	KO19LT		50	316	316	KO19	ScoredNoLog	
YL2AJ	KO16OX	1803	YL2QG	53	56	KO06QR		50	115	115	KO06		
YL2AJ	KO16OX	1804	YL2QG	52	54	KO06QR		1296	115	115	KO06		
YL2AJ	KO16OX	1804	SK1BL	599	599	JO97HK	CW	432	281	281	JO97	ScoredNoLog	
YL2AJ	KO16OX	1810	SK0CT	559	559	JO99BM	CW	432	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1813	YL2CI	57	58	KO06TR		50	101	101			
YL2AJ	KO16OX	1813	LY2WR	599	599	KO24FO	CW	432	276	276	KO24	ScoredNoLog	
YL2AJ	KO16OX	1814	YL3NT	53	56	KO36PM		1296	255	255	KO36		
YL2AJ	KO16OX	1814	YL3OI	59	58	KO26MO		50	120	120	KO26		
YL2AJ	KO16OX	1818	YL2QV	56	56	KO26WM		50	171	171			
YL2AJ	KO16OX	1819	YL3ES	59	57	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1821	LY2WR	559	559	KO24FO	CW	1296	276	276	KO24	ScoredNoLog	
YL2AJ	KO16OX	1823	LY3JE	55	59	KO26TC	SSB	1296	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1827	YL2AO	58	58	KO16DK		50	83	83	KO16		
YL2AJ	KO16OX	1830	LY1RC	55	55	KO14XX	SSB	1296	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1834	LY2VO	559	599	KO15PX	CW	1296	112	112	KO15		
YL2AJ	KO16OX	1834	SM4GGC	559	559	JO69RK	CW	432	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1840	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26	ScoredNoLog	
YL2AJ	KO16OX	1844	YL3ES	59	58	KO27FF		432	0	0		Dupe 18:19	
YL2AJ	KO16OX	1856	YL3ND	55	55	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1857	YL3ANJ	54	55	KO36QU		1296	254	254			
YL2AJ	KO16OX	1858	YL3NT	56	56	KO36PM		432	255	255	KO36		
YL2AJ	KO16OX	1907	SM6BFE	559	559	JO68DQ	CW	432	673	673	JO68	ScoredNoLog	
YL2AJ	KO16OX	1909	LY2R	599	599	KO15VS	CW	432	140	140	KO15		
YL2AJ	KO16OX	1911	LY2CH	599	599	KO15OV	CW	432	121	121		ScoredNoLog	
YL2AJ	KO16OX	1913	YL3ANJ	56	55	KO36QU		432	254	254			
YL2AJ	KO16OX	1918	ES2Z	52	53	KO29JM		50	298	298	KO29	ScoredNoLog	
YL2AJ	KO16OX	1919	ES2MA	54	53	KO29GH		50	271	271		ScoredNoLog	
YL2AJ	KO16OX	1923	ES3MAR	53	53	KO28KX		50	244	244	KO28	ScoredNoLog	
YL2AJ	KO16OX	1926	ES1ATE	59	59	KO29JK	SSB	432	289	289	KO29	ScoredNoLog	
YL2AJ	KO16OX	1926	YL2AO	59	59	KO16DK	SSB	432	83	83	KO16		
YL2AJ	KO16OX	1927	ES8AY	59	59	KO28GJ	SSB	432	177	177	KO28	ScoredNoLog	
YL2AJ	KO16OX	1929	YL3ES	54	58	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1931	OH2FQV	55	55	KP20MF	SSB	432	377	377	KP20	ScoredNoLog	
YL2AJ	KO16OX	1936	R1DM	53	54	KO49XQ		432	496	496	KO49	ScoredNoLog	
YL2AJ	KO16OX	1937	R1AO	59	59	KP40TG		432	522	522	KP40	ScoredNoLog	
YL2AJ	KO16OX	1940	SM0DJW	54	54	JO88WW		1296	383	383	JO88	ScoredNoLog	
YL2AJ	KO16OX	1942	LY1CR	54	55	KO15CL		432	178	178		ScoredNoLog	
YL2AJ	KO16OX	1947	OG5O	53	53	KP20MJ		50	395	395	KP20	ScoredNoLog	
YL2AJ	KO16OX	1952	ES2DF	59	59	KO29GG	SSB	432	267	267		ScoredNoLog	
YL2AJ	KO16OX	1952	SK0CT	559	559	JO99BM	CW	1296	411	411	JO99	ScoredNoLog	
