Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY2BBF	KO24PR	1802	LY3FI	59	59	KO24PR	FM	432	1	1	KO24	ScoredNoLog	
LY2BBF	KO24PR	1802	LY7AP/P	59	59	KO24PQ	FM	432	5	5		ScoredNoLog	
LY2BBF	KO24PR	1803	LY4WP	59	59	KO24PP	FM	432	10	10		ScoredNoLog	
LY2BBF	KO24PR	1805	LY7AP	59	59	KO24PQ	FM	144	5	5	KO24	ScoredNoLog	
LY2BBF	KO24PR	1806	LY3FI	59	59	KO24PR	FM	144	1	1		ScoredNoLog	
LY2BBF	KO24PR	1806	LY4WP/P	59	59	KO24PP	FM	144	10	10		ScoredNoLog	
LY2BBF	KO24PR	1808	LY2AS	58	58	KO24PQ	FM	144	5	5		ScoredNoLog	
LY2BBF	KO24PR	1808	YL2AO	599	599	KO16DK	CW	432	268	268	KO16		
LY2BBF	KO24PR	1812	LY2VO	599	599	KO15PX	CW	432	188	188	KO15		
LY2BBF	KO24PR	1818	LY1ZI	59	59	KO24OQ	FM	432	8	8		ScoredNoLog	
LY2BBF	KO24PR	1819	LY5AT	59	59	KO24PQ	FM	432	5	5		ScoredNoLog	
LY2BBF	KO24PR	1831	YL2AJ	599	599	KO16OX	CW	432	282	282			
LY2BBF	KO24PR	1848	LY2BDA	599	599	KO24MQ	CW	432	17	17		ScoredNoLog	
LY2BBF	KO24PR	1850	LY2WR	599	599	KO24FO	CW	144	56	56		ScoredNoLog	
LY2BBF	KO24PR	1851	LY4AA	599	599	KO14WW	CW	144	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1855	LY2VO	599	599	KO15PX	CW	144	188	188	KO15		
LY2BBF	KO24PR	1902	LY2BDA	599	599	KO24MQ	CW	144	17	17		ScoredNoLog	
LY2BBF	KO24PR	1907	LY5AA	599	599	KO14WW	CW	432	94	94	KO14	ScoredNoLog	
LY2BBF	KO24PR	1909	YL2AO	599	599	KO16DK	CW	144	268	268	KO16		
LY2BBF	KO24PR	1911	LY2R	599	599	KO15VS	CW	432	0	0		NoRst 559	
LY2BBF	KO24PR	1919	LY1ZI	599	599	KO24OQ	CW	144	8	8		ScoredNoLog	
LY2BBF	KO24PR	1927	LY4AA	599	599	KO14WW	CW	432	94	94		ScoredNoLog	
LY2BBF	KO24PR	1931	LY5AA	599	599	KO14WW	CW	144	94	94		ScoredNoLog	
LY2BBF	KO24PR	2009	SK1BL	599	569	JO97DP	CW	432	0	0		NoWWL JO97HK	
LY2R	KO15VS	1801	OH4LA	599	599	KP20LG	CW	432	506	506	KP20	ScoredNoLog	
LY2R	KO15VS	1804	ES2NJ	559	559	KO29NK	CW	432	416	416	KO29	ScoredNoLog	
LY2R	KO15VS	1807	SK1BL	559	559	JO97HK	CW	432	367	367	JO97	ScoredNoLog	
LY2R	KO15VS	1810	LY3JE	59	59	KO26TC	SSB	432	121	121	KO26	ScoredNoLog	
LY2R	KO15VS	1814	LY2CH	599	599	KO15OV	CW	432	39	39	KO15	ScoredNoLog	
LY2R	KO15VS	1821	LY1CR	559	599	KO15CL	CW	432	105	105		ScoredNoLog	
LY2R	KO15VS	1822	LY3JE	59	59	KO26TC	SSB	1296	121	121	KO26	ScoredNoLog	
LY2R	KO15VS	1824	LY2CH	59	59	KO15OV	SSB	1296	39	39	KO15	ScoredNoLog	
