Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL2AJ	KO16OX	1806	YL3GEA	57	56	KO37QM	SSB	432	258	258	KO37		
YL2AJ	KO16OX	1807	YL2QG	54	56	KO06QR		1296	115	115	KO06		
YL2AJ	KO16OX	1811	YL3ES	55	56	KO27FF		1296	81	81	KO27		
YL2AJ	KO16OX	1811	SM4GGC	559	559	JO69RK	CW	144	633	633	JO69	ScoredNoLog	
YL2AJ	KO16OX	1812	YL2CI	53	55	KO06TR		50	101	101	KO06		
YL2AJ	KO16OX	1813	YL3OI	54	55	KO26MO		50	120	120	KO26		
YL2AJ	KO16OX	1815	ES5GI	57	54	KO38GQ		432	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1816	YL2FZ	54	55	KO37QI		50	255	255	KO37		
YL2AJ	KO16OX	1817	YL2GD	56	56	KO37ML		50	238	238			
YL2AJ	KO16OX	1817	YL3ES	59	58	KO27FF		432	81	81	KO27		
YL2AJ	KO16OX	1818	YL2QG	53	53	KO06QR		50	115	115			
YL2AJ	KO16OX	1824	ES5GI	56	55	KO38GQ		144	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1824	YL2QG	58	58	KO06QR		432	115	115	KO06		
YL2AJ	KO16OX	1825	OH1LEG	54	54	KP10FC		50	351	351	KP10	ScoredNoLog	
YL2AJ	KO16OX	1830	OH1ND	55	55	KP00XL		432	396	396	KP00	ScoredNoLog	
YL2AJ	KO16OX	1831	YL2QV	54	58	KO26WM		144	171	171	KO26		
YL2AJ	KO16OX	1831	YL2QV	56	57	KO26WM		50	171	171			
YL2AJ	KO16OX	1832	YL2QG	57	59	KO06QR		144	115	115	KO06		
YL2AJ	KO16OX	1835	SM0KAK	53	53	JO89XK		144	412	412	JO89	ScoredNoLog	
YL2AJ	KO16OX	1838	YL3ANJ	54	56	KO36QU		144	254	254	KO36		
YL2AJ	KO16OX	1839	ES2NJ	53	54	KO29NK		50	296	296	KO29	ScoredNoLog	
YL2AJ	KO16OX	1841	OH0AZX	54	55	KP00IF		432	390	390		ScoredNoLog	
YL2AJ	KO16OX	1845	LY3JE	59	59	KO26TC	SSB	432	178	178	KO26		
YL2AJ	KO16OX	1849	ES2AFF	59	59	KO29EE	SSB	1296	255	255	KO29	ScoredNoLog	
YL2AJ	KO16OX	1850	OG5O	52	53	KP20MJ		50	395	395	KP20	ScoredNoLog	
YL2AJ	KO16OX	1852	SM5CUI	54	54	JO89WW		144	452	452		ScoredNoLog	
YL2AJ	KO16OX	1853	ES2DF	599	599	KO29GG	CW	432	267	267	KO29	ScoredNoLog	
YL2AJ	KO16OX	1855	ES0TJC	59	59	KO08XK	FM	432	179	179	KO08	ScoredNoLog	
YL2AJ	KO16OX	1856	SM0LQB	55	55	JO89WF		144	401	401		ScoredNoLog	
YL2AJ	KO16OX	1857	YL3ND	56	57	KO17JM		50	66	66	KO17		
YL2AJ	KO16OX	1857	SA4JEA	53	55	JP70RL		144	593	593	JP70	ScoredNoLog	
YL2AJ	KO16OX	1858	SM4TYA	53	54	JP71FB		144	676	676	JP71	ScoredNoLog	
YL2AJ	KO16OX	1900	ES2Z	54	53	KO29JM		50	298	298		ScoredNoLog	
YL2AJ	KO16OX	1900	SP2FRY	559	559	JO83WR	CW	432	494	494	JO83	ScoredNoLog	
YL2AJ	KO16OX	1902	SM4OXX	53	57	JO79MA		144	532	532	JO79	ScoredNoLog	
YL2AJ	KO16OX	1903	YL3ANJ	52	54	KO36QU		1296	254	254	KO36		
YL2AJ	KO16OX	1908	SM7ECM	559	559	JO65PU	CW	144	623	623	JO65	ScoredNoLog	
YL2AJ	KO16OX	1909	LY1RC	55	55	KO14XX	SSB	432	228	228	KO14	ScoredNoLog	
YL2AJ	KO16OX	1910	OZ8PG	54	55	JO66EC		144	671	671	JO66	ScoredNoLog	
YL2AJ	KO16OX	1911	SM6VTZ	559	559	JO58UJ	CW	432	701	701	JO58	ScoredNoLog	
YL2AJ	KO16OX	1912	ES8TJM	54	55	KO18UM		144	174	174	KO18	ScoredNoLog	
YL2AJ	KO16OX	1913	ES5GI	54	53	KO38GQ		50	274	274	KO38	ScoredNoLog	
YL2AJ	KO16OX	1914	ES2MC	599	599	KO29GG	CW	432	267	267		ScoredNoLog	
YL2AJ	KO16OX	1915	LY1CR	599	599	KO15CL	CW	432	178	178	KO15	ScoredNoLog	
YL2AJ	KO16OX	1915	LY2SS	56	59	KO05NQ		144	193	193	KO05	ScoredNoLog	
YL2AJ	KO16OX	1916	YL2GD	599	599	KO37ML	CW	432	238	238			
YL2AJ	KO16OX	1917	LY2VO	599	599	KO15PX	CW	432	112	112			
YL2AJ	KO16OX	1919	ES0TJC	59	59	KO08XK	FM	144	179	179	KO08	ScoredNoLog	
YL2AJ	KO16OX	1922	SM7PYJ	55	55	JO76TE		144	473	473	JO76	ScoredNoLog	
YL2AJ	KO16OX	1924	YL3ES	57	54	KO27FF		50	81	81	KO27		
YL2AJ	KO16OX	1924	SM0DJW	54	55	JO88WW		1296	383	383	JO88	ScoredNoLog	
YL2AJ	KO16OX	1925	SM7ATL	53	53	JO86EQ		144	417	417	JO86	ScoredNoLog	
YL2AJ	KO16OX	1933	SP7TEE	57	57	JO91SS		144	626	626	JO91	ScoredNoLog	
YL2AJ	KO16OX	1939	YL3ARP	52	54	KO26ML		144	125	125			
YL2AJ	KO16OX	1940	LY2R	599	599	KO15VS	CW	1296	140	140	KO15		
YL2AJ	KO16OX	1942	OZ3Z	54	54	JO45UN		144	847	847	JO45	ScoredNoLog	
YL2AJ	KO16OX	1944	SK0CT	559	559	JO99BM	CW	432	411	411	JO99	ScoredNoLog	
YL2AJ	KO16OX	1945	ES1OX	599	599	KO29HI	CW	144	277	277	KO29	ScoredNoLog	
YL2AJ	KO16OX	1945	SM0BSO	54	54	JO99BG		1296	393	393	JO99	ScoredNoLog	
YL2AJ	KO16OX	1947	SK0CT	559	559	JO99BM	CW	1296	411	411		ScoredNoLog	
